"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Pass.Break.Up","Lined.up.in.Press.Coverage","Interception","Average.Depth.of.Tackle","Receiving.Yards.per.Coverage.Target","Drops...Off.Targets.Receptions.Forced","Average.Depth.of.Target.per.Coverage","Pass.Stop","Plays.of.15..Yards.Allowed","Missed.Tackles.on.Pass.Plays","Assist.on.Pass.Plays","Missed.Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Dropped.Int","Touchdowns.Allowed","Pass.Rush.Productivity","Hurries","Pass.Tackle.for.Loss.or.No.Gain","Run.Tackle.for.Losss.or.No.Gain","Hits","Forced.Fumble","Pursuit.Pressure","Sacks","Fumble.Recovery","Beaten.Defender","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact","Batted.Passes","Interceptions"
"BRYCE GRAYS","UTSA",37,48.33,"C",65.6,62.4,70.1,57,4,1,2,0,NA,0,0,6.5,1,8.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,2,1,0,1,2,1,0,1,0.5,13,1,0,0,0,0,0,0.5,0,0,0.25,0,5,0,4,0,0
"ZANE WOODHAM","TULSA",26,48.33,"C",63,57.8,64.9,68,3,1,2,0,NA,0,1,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,2,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
"JACE ARNOLD","SM HOUSTON",43,48.01,"C",67.2,69.7,57.7,NA,3,2,1,0,NA,0,3,3,1,6,0,0,0,1,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,1,0,0,2,2,1,2,2,0.5,12,0,1,0,3,0,0.75,0,0,0.25,0.333,0,4,0,1,0,0
"CRAIG ROYAL JR.","TEXAS ST",82,47.91,"C",68.3,67,69.9,NA,11,0,2,0,NA,0,8.67,6.6,0,5.4,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,8,1,53,5,0,0,0,0,0,0.625,0,0,0,0,11,0,9,0,0
"MARKIE GRANT","UTAH ST",26,47.59,"C",66.5,65.3,64.6,NA,3,0,1,1,NA,0,14,14,0,24.7,1,1,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0.667,42,2,1,0,0,0.056,0,0.667,0,0.333,0,0,3,0,2,0,0
"CHASE USHER","CHARLOTTE",67,47.59,"C",62.1,59.7,68.7,59.8,4,1,0,1,NA,0,7,9,0,22.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,0.6,45,1,1,0,0,0.027,0,0.2,0,0.2,0,0,4,0,3,0,0
"JA'CARI HENDERSON","APP STATE",29,47.36,"C",66.8,64,69.7,NA,4,2,0,0,NA,0,0,5.3,1,5,0,0,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0.667,16,1,0,0,0,0,0,0.333,0,0,0,0,4,0,4,0,0
"TONY NEWSOME JR.","W KENTUCKY",57,47.11,"C",64,65.7,60.8,56.2,5,1,1,0,NA,0,31,5.6,1,6.2,1,0,1,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.167,0,0,0,1,5,4,2,4,0.8,28,1,0,0,0,0,0,0.2,0,0,0,0.25,6,0,5,1,0
"JELANI WHITMORE","S DIEGO ST",28,47.05,"C",68.8,66.6,67.5,NA,NA,0,0,0,NA,0,0,0,1,44,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"CALEB RICKS","S DIEGO ST",46,46.6,"C",69.6,67.9,68.8,NA,3,0,0,0,NA,0,11,2,1,5.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
"KYREN CONDOLL","RICE",63,46.48,"C",62.6,59.6,71.2,NA,6,2,1,0,NA,0,6,9,0,24,1,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,2,0.667,27,2,0,0,0,0,0,0.667,0,0,0,0,6,0,4,0,0
"JOSIRA ANDREWS","BOWL GREEN",53,46.31,"C",59,59.5,57.5,NA,4,3,0,1,NA,0,0,13.3,0,6.3,0,1,0,1,0,2,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,0.667,40,2,1,0,0,0.053,0,0.667,0,0.333,0,0,4,0,1,0,0
"JAMES JOHNSON","MIDDLE TN",45,46.03,"C",63.6,62.8,64.9,57.1,7,2,2,0,NA,0,0,9.4,1,9,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.125,0,1,0,2,5,4,3,4,0.8,47,3,0,0,0,0.042,0,0.6,0,0,0.5,0,8,0,6,0,0
"JALEN THOMESON","S DIEGO ST",24,46.02,"C",65.4,64.5,63.1,NA,1,1,0,0,NA,0,0,0,1,17,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MAURION ELEAM","LA LAFAYET",48,45.62,"C",62,54,83.3,54.2,5,1,2,0,NA,0,3.33,3.3,2,11.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.167,2,0,0,1,3,3,0,3,0.5,20,1,0,0,0,0,0,0.167,0,0,0,0.5,6,0,4,0,0
"NOAH MANGHAM","GA SOUTHRN",48,45.6,"C",67.2,66.3,65.9,60,2,0,1,1,NA,0,14,6.8,1,16.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,0.667,41,3,1,0,4,0.039,0.667,0.5,0,0.167,0,0,2,0,1,0,0
"TRAVIS ROMAN","COAST CAR",45,45.58,"C",65.4,64.2,65.5,NA,3,0,0,1,NA,0,7,9.3,0,19.3,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0.667,28,2,1,0,0,0.035,0,0.667,0,0.333,0,0,3,0,4,0,0
"RONALD MOORE JR.","LIBERTY",15,45.58,"C",67.3,66.6,60.3,NA,2,0,1,0,NA,0,0,4.5,2,9,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,18,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"CHARLES MCCARTHERENS","MARSHALL",30,45.55,"C",62.7,62.1,62.3,NA,2,0,1,0,NA,0,0,1.6,1,9.4,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,0.4,8,0,1,0,0,0,0,0,0,0.2,0,0,2,0,2,0,0
"RAY JAMES JR.","N DAK ST",41,45.53,"C",61.8,62.2,64.5,53.7,4,0,1,0,NA,0,3.5,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,4,0,NA
"ANTA'VEON MCKENZIE","UAB",63,45.46,"C",63.7,63.1,63.4,60,6,1,2,0,NA,0,5.5,2,1,10.6,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,1,4,2,0,2,0.4,10,1,0,0,0,0,0,0.2,0,0,0.4,0,7,0,5,0,0
"AMARIYUN KNIGHTEN","MIAMI OH",52,45.37,"C",72.9,72.5,63.8,NA,1,0,1,0,NA,0,0,1,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"KHAMARI TERRELL","WASH STATE",48,45.13,"C",58.3,59.2,55.8,NA,2,0,1,0,NA,0,4.5,0,1,29,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"ASA LOCKS","TEMPLE",76,44.89,"C",62.7,59.7,74.3,NA,6,2,2,0,NA,0,2,10,1,12.5,1,2,0,1,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,4,1,5,0.833,60,3,0,0,0,0.039,0,0.5,0,0,0,0,6,0,5,0,0
"DJ VOLTZ","N DAK ST",44,44.85,"C",58,58.1,58.1,NA,3,1,1,0,NA,0,0,NA,NA,NA,1,NA,0,0,0,1,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,2,0,NA
"BRYSON SNELLING","NEVADA",66,44.73,"C",65.8,64.6,66.5,NA,4,0,3,0,NA,0,9,8.7,0,3,2,0,1,0,0,0,0,1,NA,0,2,0,0,0,0,0,0,0,0.2,1,2,0,0,3,3,2,3,1,26,2,0,0,0,0,0,0.667,0,0,0,0.25,5,0,5,0,0
"AHLSTON WARE","FAU",22,44.61,"C",61.8,53.8,77,NA,3,0,1,0,NA,0,3.5,0,0,17,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
"MALAKAI MURPHY","SO MISS",17,44.53,"C",68.6,64.1,70,NA,1,0,1,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"ANTHONY PINNACE","BALL ST",23,44.38,"C",67.8,66,65.4,NA,2,0,0,0,NA,0,15,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
"KAJUAN BANKS","TULANE",16,44.24,"C",68.4,65.6,65.4,NA,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CATRELL WHITE","AKRON",48,44.22,"C",65,68.2,49.3,NA,2,0,0,1,NA,0,3,5.4,1,13.2,0,1,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,3,2,2,2,0.4,27,1,2,0,2,0.036,0.4,0.2,0,0.4,0,0,3,0,2,0,0
"LARON DUES","JAMES MAD",23,44.16,"C",67.2,65.8,64.5,NA,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"MICAH TEASE","TULSA",26,43.91,"C",68.7,68.3,60,NA,3,0,1,0,NA,0,0,2,1,2.5,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0.75,8,1,0,0,0,0,0,0.25,0,0,0,0,3,0,3,0,0
"ANTHONY ROGERS","TULANE",30,43.82,"C",66.5,63,72.8,NA,5,0,1,0,NA,0,31,12.7,0,9.3,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,1,3,1,38,3,0,0,0,0,0,1,0,0,0,0,5,0,5,0,0
"MIKEY CRAWFORD","BUFFALO",28,43.59,"C",66.8,64.9,66.4,NA,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DECORIAN THOMPSON","UTEP",30,43.25,"C",70.7,68.8,68,NA,3,0,1,0,NA,0,0,6,0,5.5,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,12,1,0,0,0,0,0,0.5,0,0,0,0,3,0,3,0,0
"WILLIE GOODWYN","TULSA",29,43.05,"C",65.1,64,63.9,NA,3,1,1,0,NA,0,0,6.5,1,5.5,1,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0.75,26,1,0,0,0,0,0,0.25,0,0,0,0,3,0,2,0,0
"LUKE EVANS","KENNESAW",59,43.02,"C",68.9,71.6,51.2,NA,3,0,1,0,NA,0,12,2.8,2,19.3,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,1,2,2,0.5,11,0,0,0,3,0,0.75,0,0,0,0.5,0,4,0,2,0,0
"MYKE GUNN","LIBERTY",31,43.02,"C",67.4,67.1,62.9,NA,1,0,0,0,NA,0,0,0,1,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"KENDALL GRIFFIN","WYOMING",32,42.84,"C",62.5,56.1,69.7,NA,3,1,1,0,NA,0,2,0,1,4,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0
"CHAMP LEWIS","SO MISS",47,42.65,"C",53,49,68,NA,5,2,1,1,NA,0,4,8.7,2,19,0,2,1,1,0,1,0,0,NA,0,0,0,1,0,1,0,0,0,0.167,1,0,1,2,5,5,1,3,0.429,61,3,1,0,4,0.087,0.571,0.429,0,0.143,0,0.25,5,0,2,0,0
"TRE'QUON FEGANS","JVILLE ST",76,42.33,"C",65.8,67.4,56.2,NA,5,1,0,1,NA,0,12.5,5.4,0,6.5,0,1,1,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.286,0,0,0,1,4,3,2,6,0.75,43,2,2,0,4,0.025,0.5,0.25,0,0.25,0.333,0.25,7,0,6,0,0
"DONMIEL ROGERS","E MICHIGAN",25,42.11,"C",65.6,66.1,55.1,70.9,4,0,1,0,NA,0,4.67,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
"TRAVIS JACKSON","FAU",59,41.81,"C",58.4,55.2,73,NA,4,0,2,0,NA,0,6.5,3.8,1,19.8,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,2,0.5,15,1,0,0,0,0,0,0.25,0,0,0,0,4,0,2,0,0
"DARRELL SWEETING","UAB",69,41.68,"C",60.9,55.8,78.1,47.5,6,2,1,0,NA,0,3,7.8,1,7,0,1,1,0,0,2,0,0,50,1,0,0,0,0,0,0,0,0,0.143,1,0,1,2,4,3,0,3,0.75,31,3,0,0,0,0.04,0,0.75,0,0,0,0.333,7,0,3,0,0
"ALEX ELLIOTT","N DAK ST",23,41.63,"C",56.9,53.2,67.9,57.6,4,1,0,0,NA,0,5,NA,NA,NA,0,NA,0,0,0,1,0,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,3,0,NA
"AHAMAD CHAPMAN","UTSA",22,41.54,"C",61.7,66,50.6,NA,2,0,0,0,NA,0,9,0,1,7,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"JAHMIR TORRES","NEW MEXICO",19,41.47,"C",63.4,65.3,56.1,NA,1,0,1,0,NA,0,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AVERY DEMERY","LA LAFAYET",50,41.44,"C",61.9,67.3,39.3,63.7,3,0,1,0,NA,0,2,6.3,2,15.5,0,1,0,0,1,0,0,0,50,1,0,0,0,0,0,0,0,0,0.25,1,0,1,0,4,1,1,2,0.5,25,1,0,0,0,0.039,0,0.25,0,0,0.5,0,4,0,3,1,0
"AIDEN WALKER","NEVADA",71,41.36,"C",57.9,52.7,69,58,7,2,1,0,NA,0,5.33,4.6,1,4.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,4,0,5,0.714,32,3,0,0,0,0,0,0.429,0,0,0,0,7,0,5,0,0
"CALEB WOMACK","S JOSE ST",66,41.26,"C",51.3,51.4,54.4,NA,7,4,1,1,NA,0,0,8.6,0,9.7,1,2,2,3,1,1,1,0,NA,0,1,0,0,0,0,0,0,0,0.3,0,1,0,4,8,7,3,7,0.7,86,5,1,0,0,0.065,0,0.5,0,0.1,0.5,0.25,9,0,6,0,0
"CALEB DOBBS","E MICHIGAN",55,41.26,"C",58,56,66,NA,2,1,0,0,NA,0,0,0,2,13.5,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"JAMIR BENJAMIN","RICE",63,41.17,"C",55.2,48.5,74.4,NA,5,2,0,0,NA,0,66,10.3,1,22.3,0,1,0,0,0,2,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,0.5,41,2,0,0,0,0.036,0,0.5,0,0,0,0,5,0,1,0,0
"TAYVION BEASLEY","USF",33,41.09,"C",66.2,65.8,55,72.5,3,1,1,0,NA,0,0,4.5,0,-1.5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0,1,0,1,2,1,1,2,1,9,1,0,0,0,0,0,0.5,0,0,0.5,0,4,0,3,1,0
"JAY HARPER","LA MONROE",38,40.82,"C",61.1,58.5,67.9,NA,3,1,0,0,NA,0,5,3,1,4,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0.5,6,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
"JD DREW","TULSA",27,40.49,"C",67.3,66.9,61.8,NA,1,0,0,0,NA,0,0,2.5,1,-1.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"CHANCE GAMBLE","GA SOUTHRN",49,40.32,"C",63.3,61.2,64.3,64.3,4,0,2,0,NA,0,0,17.3,0,10.7,2,1,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,3,1,52,1,0,0,1,0.042,0.333,0.333,0,0,0,0,4,0,3,0,0
"DELVON GULLEY","UAB",68,40.04,"C",57.7,61.5,59.3,NA,2,2,0,0,NA,0,0,0,1,15,0,0,0,0,1,2,0,0,NA,0,0,0,0,0,0,0,1,0,0.333,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,2,0,0,0,0
"CALEB PRESLEY","COLO STATE",19,40.03,"C",59.2,55.5,65.9,NA,1,1,0,0,NA,0,0,0,1,19,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ELIAS MULLICAN","SACRAMENTO",51,39.94,"D",47.5,44.4,63.9,NA,3,1,1,1,NA,0,2,NA,NA,NA,0,NA,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,3,0,NA
"NOAH FLORES","ARK STATE",39,39.87,"D",65.7,64.8,64.1,NA,2,2,0,0,NA,0,0,4,0,3,0,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,4,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"MADDEN SOLIAI","BOISE ST",17,39.55,"D",65.1,65.5,60.8,58.1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"KENDALL BANNISTER","OHIO",49,39.52,"D",55,52.3,61.6,60,4,1,2,0,NA,0,3,12.3,3,18,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0,0,1,3,2,0,1,0.25,49,1,0,0,0,0.056,0,0.25,0,0,0.25,0,5,0,3,0,0
"DAWAYNE GALLOWAY JR.","AKRON",21,39.31,"D",65.6,64.4,63.1,NA,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CALDRA WILLIFORD","TULSA",21,39.26,"D",65.9,65.4,61,NA,2,0,1,0,NA,0,0,5,0,-2,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"AARON WARREN","N ILLINOIS",29,38.87,"D",59.5,63.2,63,44.6,4,1,1,0,NA,0,0,6,0,4,0,0,1,1,1,0,0,0,16.7,2,0,1,0,0,2,0,0,0,0.333,1,1,2,1,3,2,0,1,1,6,1,0,0,0,0,0,1,0,0,0.5,0.25,6,0,4,0,0
"KAMARI WILLIAMS","BALL ST",22,38.76,"D",63,58.5,70.3,NA,2,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0.333,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,0,0
"DEUCE WALKER","GA STATE",41,38.53,"D",60,53.7,71,NA,1,0,0,0,NA,0,2,0,1,34,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ORMANIE ARNOLD","NEW MEXICO",53,37.93,"D",63.3,62.4,64.1,60,2,1,0,0,NA,0,0,4.3,2,15.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,4,4,3,2,0.5,17,1,1,0,0,0,0,0.25,0,0.25,0,0.5,4,0,1,0,0
"DEMARIO BOOKHART","LA TECH",19,37.87,"D",64.4,63.5,62.2,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,0
"JAHEIM JENKINS","JVILLE ST",18,37.78,"D",64.7,64,61.5,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"GRECO CARRILLO","S JOSE ST",18,37.66,"D",59.6,59.3,60,NA,NA,0,0,0,NA,0,0,0,2,7.5,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"KALEB MILES","UTEP",47,36.75,"D",60.4,59.1,63.2,NA,4,2,0,0,NA,0,8,9.6,3,11.8,0,1,2,1,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,2,3,2,0,2,0.4,48,2,0,0,0,0.043,0,0.4,0,0,0,0.667,6,0,3,0,0
"JOSIAH COX","S DIEGO ST",41,36.58,"D",61.9,58.6,66.8,60,6,2,0,0,NA,0,0,15.8,1,10,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,4,0.8,79,4,0,0,0,0.059,0,0.8,0,0,0,0,6,0,4,0,0
"DAVID KABONGO","UTAH ST",49,36.5,"D",54.6,55.2,55.1,NA,5,2,2,0,NA,0,0,4,1,9,2,1,1,1,1,1,0,0,NA,0,1,0,0,0,0,0,0,0,0.286,0,1,0,2,5,4,2,5,0.714,28,1,0,0,0,0.037,0,0.143,0,0,0.5,0.2,7,0,3,0,0
"BRAYDEN HALL","MARSHALL",41,36.41,"D",58.9,57.8,62,NA,7,1,2,0,NA,0,5.75,36,0,32,0,1,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.125,2,0,0,1,3,2,1,1,1,36,1,0,0,0,0.042,0,1,0,0,0.2,0,8,0,5,0,0
"PEYTON TAYLOR","N TEXAS",70,36.34,"D",58.4,60.4,52.3,NA,3,0,2,0,NA,0,0,4.5,0,4.3,2,1,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,3,0.75,18,1,0,0,0,0.04,0,0.25,0,0,0,0,3,0,2,0,0
"DRAVON WILSON","SM HOUSTON",26,36.07,"D",66.2,65.6,62.4,NA,2,0,1,0,NA,0,0,5.5,0,-2.5,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,11,1,0,0,2,0,1,0.5,0,0,0,0,2,0,1,0,0
"ANTHONY RICHARD JR.","MEMPHIS",30,36.06,"D",63.9,62.4,65.2,NA,3,0,1,0,NA,0,4,9,0,4,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,9,1,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0
"CAM JONES","TOLEDO",58,35.75,"D",53.9,48.5,70,NA,3,1,1,0,NA,0,4,5.6,2,17.9,0,1,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,1,3,0.429,39,3,1,0,0,0.042,0,0.429,0,0.143,0,0,3,0,4,0,0
"TONEY COLEMAN JR.","MIAMI OH",17,35.56,"D",61,60.3,61,NA,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
