"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","row_id"
"Jake Thorner","WOFFORD",24,48.89,"C","ED",2026,"Southern",63.2,58.6,62.9,63.5,0,1,2,0,0,0,3,3,0,0,0,0,0,1,0,2,0,2,2,8,"12.50%","37.50%",18.8,15,0,"13.30%","6.70%",2,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",42,4,"0.00%",1,1,1,"0.00%",1,1,0,1,0,"0.00%",4,4,0,2,0,"FCS",216,NA,216
"Mapa Vaenuku","WEBER ST",37,48.4,"C","ED",2026,"Big Sky",64.2,54.1,69.1,65.9,0,3,2,1,0,1,2,4,0,0,0,0,0,0,0,1,0,4,4,17,"17.60%","23.50%",14.7,17,7,"17.60%","11.80%",3,3,1,"100%",7,7,0,0,0,0,95.8,2.33,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",7,4,"0.00%",6,6,"25.00%",3,0,0,"25.00%",1,2,1,2,0,"25.00%",8,8,1,1,1,"FCS",18,NA,18
"Luke Westfall","CAL POLY",52,47.94,"C","ED",2026,"Big Sky",69.8,70.6,61.7,NA,0,2,1,0,0,0,2,2,1,0,0,0,0,1,0,1,0,1,4,21,"9.50%","9.50%",4.8,31,2.5,"12.90%","19.40%",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,4,"0.00%",2,1,1,"0.00%",2,2,0,0,0,"0.00%",4,4,0,0,0,"FCS",191,NA,191
"Jakobe Shell","CENT ARK",29,47.9,"C","ED",2026,"United Athletic",80.4,58.7,76.8,69,0,1,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,2,21,"19.10%","9.50%",4.8,8,0,"25.00%","25.00%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",1,1,0,0,0,"FCS",53,NA,53
"Dane Picariello","RHODE ISLD",49,47.63,"C","ED",2026,"CAA",66.2,64.7,63.4,62.6,0,1,1,1,0,1,0,2,0,0,0,0,0,1,0,1,0,3,2,15,"6.70%","13.30%",10,28,1,"7.10%","10.70%",2,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",16,4,"20.00%",1,1,1,"25.00%",2,1,1,0,0,"0.00%",5,5,0,0,0,"FCS",25,NA,25
"Orlando Daniels","CHATTNOOGA",61,46.91,"C","ED",2026,"Southern",70.3,63.2,59.6,79.8,1,1,3,0,0,1,0,1,1,0,0,0,0,1,0,1,0,3,1,24,"4.20%","4.20%",2.1,33,3,"3.00%","3.00%",1,4,1,"100%",7,7,0,0,0,0,95.8,1.75,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",7,0,"0.00%",10,5,"0.00%",1,0,0,"0.00%",1,1,0,3,1,"0.00%",5,5,0,3,0,"FCS",188,NA,188
"Logan Graham","MERRIMACK",48,46.81,"C","ED",2026,"IND (FCS)",72.5,76.3,61.6,60,0,3,2,1,0,0,2,3,1,0,0,0,0,0,0,0,1,1,2,23,"13.00%","13.00%",8.7,25,4,"4.00%","16.00%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,6,"14.30%",3,1,0,"0.00%",1,3,0,1,0,"33.30%",7,7,0,1,1,"FCS",158,NA,158
"Dominic Butts","N COLORADO",41,46.02,"C","ED",2026,"Big Sky",57.6,57.7,57.5,60.2,0,1,3,0,0,1,1,2,0,0,0,1,0,1,0,1,0,4,4,17,"5.90%","11.80%",5.9,22,4,"18.20%","13.60%",4,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",53,5,"0.00%",1,3,1,"0.00%",4,1,0,0,0,"0.00%",5,5,0,0,0,"FCS",89,NA,89
"Alex Villavaso","NICHOLLS",65,45.77,"C","ED",2026,"Southland",59.8,68.4,53.6,60.4,0,1,3,1,0,0,1,2,2,0,0,0,0,1,0,1,0,2,1,44,"6.80%","4.50%",3.4,19,-0.5,"0","5.30%",0,2,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"0.00%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,7,"0.00%",45,4,"20.00%",1,2,1,"0.00%",2,1,0,1,0,"50.00%",5,5,0,0,1,"FCS",26,NA,26
"Joshua Lloyd","AUSTINPEAY",27,45.45,"C","ED",2026,"United Athletic",68.3,69.5,62.2,60,0,0,1,0,0,1,3,4,0,0,0,0,0,1,0,1,0,0,0,23,"13.00%","17.40%",8.7,3,0,"0","33.30%",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",33,1,"0.00%",0,1,1,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",116,NA,116
"Kaydin Thomas","CENT ARK",32,45.16,"C","ED",2026,"United Athletic",61.8,48.7,70.9,NA,0,0,2,1,0,0,1,2,1,0,0,0,0,1,0,0,0,4,4,21,"14.30%","9.50%",7.1,11,3,"36.40%","9.10%",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"0.00%",0,1,1,"0.00%",2,0,0,1,0,"0.00%",3,3,0,0,0,"FCS",244,NA,244
"Dexter Niekamp","ILL STATE",63,45.14,"C","ED",2026,"Missouri Valley",58,66.8,65.2,43.6,0,1,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,4,4,22,"13.60%","9.10%",4.5,28,2.67,"3.60%","7.10%",1,13,2,"100%",11,5.5,0,0,0,0,89.6,0.85,0,"53.80%",0,0,0,2,0,"0.00%","0.00%","0.00%","0.00%",5.5,-1,"0.00%",44,4,"33.30%",1,1,1,"20.00%",3,1,1,0,0,"100%",6,6,0,0,1,"FCS",126,NA,126
"Tyler Hammel","NEWHVN",54,44.71,"C","ED",2026,"Northeast",73.3,75.8,61,NA,0,1,4,1,0,0,2,3,0,0,0,0,0,0,0,2,0,6,0,23,"4.30%","13.00%",8.7,31,3.5,"0","9.70%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,6,"0.00%",1,3,0,"0.00%",4,1,0,1,0,"0.00%",6,6,0,0,0,"FCS",240,NA,240
"Evan Aubrey","SE LA",50,44.59,"C","ED",2026,"Southland",59.9,45.7,64.7,68.3,0,1,0,0,0,1,1,2,3,0,0,0,1,0,0,1,0,3,5,29,"13.80%","6.90%",3.5,20,0,"20.00%","15.00%",4,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",40,2,"50.00%",1,0,0,"100%",0,0,2,0,0,"0.00%",4,4,1,1,0,"FCS",169,NA,169
"Josiah Raven","SE MO ST",59,44.43,"C","ED",2026,"Big South - OVC Football Association",64.2,74.9,52.6,63.9,0,4,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,2,22,"0","0.00%",0,29,0.67,"3.50%","17.20%",1,8,0,"0.00%",0,0,0,0,0,0,0,0,0,"12.50%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",8,7,"12.50%",4,3,2,"14.30%",3,3,1,0,0,"0.00%",8,8,1,0,0,"FCS",266,NA,266
"Talon Fisher","GARD-WEBB",17,44.32,"C","ED",2026,"Big South - OVC Football Association",66.5,60.3,70.7,62,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,2,"50.00%","50.00%",25,9,2.33,"11.10%","11.10%",1,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",14,3,"25.00%",0,2,1,"25.00%",3,0,1,0,0,"0.00%",4,4,0,0,0,"FCS",182,NA,182
"Garfield Lawrence","TEXAS STHN",40,44.16,"C","ED",2026,"SWAC",61.4,68.8,73.2,38,0,0,1,0,0,0,4,4,0,0,0,0,0,1,0,0,1,3,3,19,"15.80%","21.10%",10.5,20,3.5,"5.00%","10.00%",1,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",6,2,"33.30%",0,1,1,"33.30%",2,0,1,0,0,"0.00%",3,3,0,0,0,"FCS",7,NA,7
"Mitchell Garner","RHODE ISLD",33,43.99,"C","ED",2026,"CAA",90.8,64.8,68.5,93.7,0,1,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,2,6,"33.30%","0.00%",0,20,2.5,"5.00%","10.00%",1,7,0,"0.00%",0,0,0,0,1,0,0,0,0,"42.90%",0,0,0,1,1,"0.00%","0.00%","0.00%","100%",0,6,"0.00%",11,5,"16.70%",1,4,0,"0.00%",4,1,0,0,0,"100%",6,6,0,0,1,"FCS",82,NA,82
"Seth Brock","MONTANA ST",42,43.79,"C","ED",2026,"Big Sky",65.3,65.1,61.5,60.2,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,27,"11.10%","7.40%",3.7,14,0,"0","0",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",91,2,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",2,2,0,1,0,"FCS",155,NA,155
"Braden Mohr","N DAKOTA",37,43.72,"C","ED",2026,"Missouri Valley",72.5,76.9,62.6,63.6,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,2,0,19,"10.50%","5.30%",2.6,9,1.5,"0","33.30%",0,9,0,"0.00%",0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",94,3,"0.00%",1,1,0,"0.00%",2,0,0,0,0,"0.00%",3,3,1,0,0,"FCS",92,NA,92
"Julian Rampino","STHLSK",22,43.09,"C","ED",2026,"Northeast",61,61.7,58.8,NA,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,2,1,13,"7.70%","7.70%",3.9,9,2,"11.10%","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,"0.00%",0,1,1,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",206,NA,206
"Cayden Adkins","N ALABAMA",26,42.18,"C","ED",2026,"United Athletic",69.4,70.9,71.9,65,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,1,9,"0","22.20%",11.1,12,3,"0","8.30%",0,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",5,4,"0.00%",1,0,0,"0.00%",2,0,0,0,0,"0.00%",4,4,1,1,0,"FCS",235,NA,235
"Klabron Pollard","NICHOLLS",48,42.01,"C","ED",2026,"Southland",68.4,70.7,62.4,60,0,0,1,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,31,"9.70%","6.50%",4.8,16,0,"0","6.30%",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",19,1,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",1,1,0,0,0,"FCS",33,NA,33
"Mason Smith","NEW HAMP",47,42,"C","ED",2026,"CAA",62.3,58.1,63.5,60,0,0,2,2,0,0,1,3,0,0,0,1,0,0,0,2,1,3,2,29,"0","10.30%",8.6,17,3,"11.80%","11.80%",2,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",15,3,"0.00%",0,1,0,"0.00%",1,0,0,1,0,"0.00%",3,3,0,0,0,"FCS",220,NA,220
"Ben Voigtlaender","E WASHGTON",45,41.72,"C","ED",2026,"Big Sky",72,76.4,57.4,NA,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,18,"5.60%","5.60%",2.8,27,1.67,"0","7.40%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,"0.00%",1,2,1,"0.00%",3,1,0,0,0,"0.00%",4,4,0,0,0,"FCS",41,NA,41
"Dawson Ripperda","S DAK ST",17,41.26,"C","ED",2026,"Missouri Valley",73.3,66.7,71.2,NA,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,"14.30%","0.00%",0,10,-7,"0","10.00%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,"0.00%",0,1,1,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",15,NA,15
"Tyler Sapit","S DAKOTA",28,41.14,"C","ED",2026,"Missouri Valley",67.8,65.9,64.2,NA,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,19,"15.80%","5.30%",5.3,9,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,"0.00%",1,0,0,"0.00%",0,1,0,1,0,"0.00%",2,2,0,0,0,"FCS",268,NA,268
"Dwayne Green Jr.","MERRIMACK",49,40.99,"C","ED",2026,"IND (FCS)",70,85.9,53.1,NA,0,0,3,0,0,0,1,1,0,0,0,0,0,2,0,0,0,3,0,29,"3.50%","3.50%",1.7,20,-1,"0","15.00%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,"0.00%",0,3,2,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",201,NA,201
"Jefferson Serkfem","RICHMOND",28,40.92,"C","ED",2026,"Patriot",55.9,58,66.7,60,0,1,1,1,0,0,3,4,0,0,0,0,0,0,0,3,0,2,2,12,"8.30%","33.30%",20.8,16,0,"6.30%","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2,"33.30%",1,0,0,"0.00%",0,1,0,1,0,"50.00%",3,3,0,0,1,"FCS",281,NA,281
"David Amaliri","LNDNWD",39,40.77,"C","ED",2026,"Big South - OVC Football Association",68.5,55.3,71.2,73.5,0,3,2,0,0,0,3,3,0,0,0,0,0,0,0,0,1,2,4,9,"11.10%","11.10%",5.6,23,1,"17.40%","8.70%",4,7,0,"0.00%",0,0,0,0,0,0,0,0,0,"57.10%",0,0,0,0,3,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",40,5,"0.00%",3,1,0,"0.00%",1,1,0,1,0,"0.00%",5,5,2,1,0,"FCS",172,NA,172
"Ta'kai Chisolm","MAINE",19,40.69,"C","ED",2026,"CAA",66.9,66.8,61.7,60.4,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,9,"11.10%","11.10%",11.1,8,0,"0","12.50%",0,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,1,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",1,1,0,0,0,"FCS",62,NA,62
"Troy Bean","CAL POLY",39,40.59,"C","ED",2026,"Big Sky",68.1,77.5,57.3,60.4,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,2,3,"0","33.30%",16.7,20,3.5,"5.00%","25.00%",1,16,1,"100%",6,6,0,1,0,0,91.7,0.38,0,"18.80%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",6,4,"0.00%",2,8,"11.10%",3,3,0,"14.30%",4,2,1,0,0,"0.00%",9,9,1,1,0,"FCS",56,NA,56
"C.J. Smith","CHATTNOOGA",23,40.45,"C","ED",2026,"Southern",77,66.9,75.6,NA,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,12,"33.30%","33.30%",16.7,11,0,"0","9.10%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",164,NA,164
"Alex Goworowski","VALPO",67,40.39,"C","ED",2026,"Pioneer",67.2,65.4,59.4,61,1,2,3,1,0,0,4,5,0,0,0,0,0,0,0,0,4,5,4,31,"3.20%","16.10%",9.7,36,2.5,"8.30%","8.30%",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,5,"16.70%",2,2,0,"0.00%",2,1,0,1,0,"33.30%",6,6,1,0,1,"FCS",48,NA,48
"Holton Harris","W GEORGIA",19,40.38,"C","ED",2026,"United Athletic",68,62.9,67.9,NA,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,6,"0","16.70%",16.7,13,3,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,"0.00%",0,1,0,"0.00%",1,0,0,1,0,"0.00%",2,2,0,0,0,"FCS",239,NA,239
"Kamore Harris","N ALABAMA",39,40.27,"C","ED",2026,"United Athletic",71.4,73.3,61.7,60,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,2,1,1,19,"5.30%","15.80%",7.9,19,4,"5.30%","31.60%",1,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",7,2,"0.00%",0,1,1,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",171,NA,171
"Irv Briggs","NEWHVN",64,40.26,"C","ED",2026,"Northeast",58.1,56.8,59.3,NA,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3,4,25,"8.00%","4.00%",2,39,3,"10.30%","5.10%",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4,"20.00%",1,2,1,"20.00%",3,1,1,0,0,"0.00%",5,5,0,0,0,"FCS",241,NA,241
"Reis Kirschenman","S DAK ST",16,39.88,"D","ED",2026,"Missouri Valley",77.4,74.7,65.9,60,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"20.00%","20.00%",10,10,2,"0","30.00%",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",8,2,"0.00%",1,1,0,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",94,NA,94
"Eric Brantley Jr.","MERCER",42,39.87,"D","ED",2026,"Southern",64.1,65.1,60,61.1,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,2,1,21,"9.50%","9.50%",4.8,16,2.5,"6.30%","6.30%",1,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"80.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",10,3,"0.00%",1,1,1,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",143,NA,143
"Gabriel Batres","VALPO",43,39.82,"D","ED",2026,"Pioneer",50.3,50.5,53,60,0,1,2,0,0,1,1,2,0,0,0,0,0,2,0,1,1,5,4,24,"0","8.30%",4.2,19,-3,"21.10%","21.10%",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,"33.30%",1,2,2,"40.00%",2,1,2,0,0,"0.00%",6,6,0,1,0,"FCS",98,NA,98
"Anthony Schettino","BRYANT",31,39.53,"D","ED",2026,"CAA",61,63.6,56.2,61.9,0,1,0,0,0,2,3,5,0,0,0,0,0,0,0,1,1,1,2,19,"15.80%","26.30%",13.2,10,5,"0","0",0,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",19,2,"33.30%",1,0,0,"0.00%",1,0,0,0,0,"50.00%",3,3,1,0,1,"FCS",166,NA,166
"Gideon Bedada","BRYANT",31,39.34,"D","ED",2026,"CAA",54.1,42.6,68.8,60,0,1,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,2,6,15,"26.70%","13.30%",6.7,16,0,"31.30%","6.30%",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"33.30%",1,0,0,"0.00%",0,1,0,0,0,"50.00%",3,3,0,1,1,"FCS",73,NA,73
"Alec Haynes","NICHOLLS",19,38.63,"D","ED",2026,"Southland",57.7,48.5,61.2,63.1,0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,1,0,3,1,11,"18.20%","18.20%",9.1,3,4.5,"33.30%","0",1,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"60.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",25,3,"0.00%",0,1,0,"0.00%",2,0,0,0,0,"0.00%",3,3,0,1,0,"FCS",227,NA,227
"Connor Carrigan","TXRG",31,38.59,"D","ED",2026,"Southland",66.3,66.6,60.9,NA,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,15,"6.70%","0.00%",0,16,0,"6.30%","12.50%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,3,"0.00%",2,1,1,"0.00%",1,2,0,0,0,"0.00%",3,3,0,0,0,"FCS",249,NA,249
"Aiden Hall","SO UTAH",38,38.51,"D","ED",2026,"Big Sky",61.3,47.7,74,60.5,0,0,1,0,0,0,4,4,1,0,0,0,0,0,0,0,2,1,3,19,"15.80%","21.10%",10.5,18,3,"16.70%","0",3,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",96,2,"33.30%",0,1,0,"50.00%",1,0,1,0,0,"0.00%",3,3,0,1,0,"FCS",283,NA,283
"Nathan Laperi","S DAKOTA",42,38.15,"D","ED",2026,"Missouri Valley",67.9,65.5,65.1,NA,0,0,2,2,0,0,2,4,0,0,0,0,0,0,0,0,1,3,0,28,"10.70%","14.30%",10.7,14,5,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,3,"0.00%",0,0,0,"0.00%",1,0,0,2,0,"0.00%",3,3,0,0,0,"FCS",150,NA,150
"Nick Reinicke","W ILLINOIS",55,38,"D","ED",2026,"Big South - OVC Football Association",78.1,85.5,54,65.3,0,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,0,7,"0","0.00%",0,30,3,"0","16.70%",0,18,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"33.30%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,5,"0.00%",10,9,"0.00%",4,3,0,"0.00%",5,3,0,0,0,"0.00%",9,9,1,0,0,"FCS",118,NA,118
"Eli Hiscock","WAGNER",17,37.63,"D","ED",2026,"Northeast",70.5,71.7,58.1,61.9,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,"0","0.00%",0,10,0,"0","20.00%",0,4,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",12,2,"0.00%",0,2,2,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",114,NA,114
"Jacob Logan","DUQUESNE",15,37.53,"D","ED",2026,"Northeast",61.8,72.5,58.8,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,5,"0","0.00%",0,10,0,"10.00%","20.00%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2,"0.00%",0,2,2,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",289,NA,289
"Ravon Johnson","DUQUESNE",25,37.16,"D","ED",2026,"Northeast",63.7,59.1,65.6,60,0,1,0,0,0,1,2,3,0,0,0,0,0,0,0,1,0,0,1,13,"15.40%","23.10%",11.5,11,0,"9.10%","0",1,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,1,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",1,1,0,0,0,"FCS",75,NA,75
