"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level"
"Zahmari Palode-Gary","MERCER",25,38.47,"D",7,"HB",2026,"Southern",73.9,5,12,83,6.9,0,2,0,0,1,19,1.6,64,5.3,0,0.167,0.08,1,0.083,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Quran Gossett","N ARIZONA",NA,38.37,"D",10,"HB",2026,"Big Sky",0,0,17,105,6.2,1,4,0,0,0,33,1.9,72,4.2,0,0.235,0,3,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Ferrari Miller","IDAHO",39,37.5,"D",28,"HB",2026,"Big Sky",58.8,3,6,13,2.2,1,2,0,0,3,-1,-0.2,14,2.3,0,0.333,0.5,0,0.167,"IDAHO",28,"Big Sky",56.1,4,23,0,1,1,8,8,0,0,0,0,0,1,0,0,14,14,12,0,0.35,-6,0,1,"100%","0.00%","0.00%",100,0,0.043,0,"100%","Big Sky","FCS"
"Matthias Latham","MERRIMACK",35,37.37,"D",34,"HB",2026,"IND (FCS)",65.4,5,16,77,4.8,0,2,0,0,2,18,1.1,59,3.7,0,0.125,0.13,2,0.063,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"IND (FCS)","FCS"
"Andrew King","WM & MARY",54,36.78,"D",8,"HB",2026,"Patriot",61.4,2,10,76,7.6,0,1,0,0,1,15,1.5,61,6.1,0,0.1,0.1,1,0,"WM & MARY",8,"Patriot",50.9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Patriot","FCS"
"Omar Shah","WEBER ST",37,35.8,"D",3,"HB",2026,"Big Sky",72.9,7,12,65,5.4,0,3,0,0,1,36,3,29,2.4,0,0.25,0.08,3,0,"WEBER ST",3,"Big Sky",30.9,1,16,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-5,0,0,"0.00%","100%","0.00%",39.6,0,0.063,0,"0.00%","Big Sky","FCS"
"Omar Mbakwe","SAN DIEGO",22,35.59,"D",0,"HB",2026,"Pioneer",64.8,6,13,63,4.8,0,5,0,0,1,34,2.6,29,2.2,0,0.385,0.08,3,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"TJ Peyton","E TENN ST",21,35.48,"D",5,"HB",2026,"Southern",66.5,8,13,50,3.9,0,4,1,1,0,16,1.2,34,2.6,0,0.308,0,0,0.462,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Nick Laughlin","MAINE",28,35.1,"D",20,"HB",2026,"CAA",59.4,2,9,13,1.4,0,0,0,0,1,13,1.4,0,0,0,0,0.11,0,0,"MAINE",20,"CAA",53.3,3,15,1,5,3,52,17.3,0,2,1,0,0,4,1,1,25,8.3,7,1,3.47,7,2,0,"75.00%","25.00%","20.00%",95.4,0.067,0.333,0,"60.00%","CAA","FCS"
"Payton Brown","SE MO ST",50,35.09,"D",22,"HB",2026,"Big South - OVC Football Association",53.1,3,14,27,1.9,1,1,0,0,0,6,0.4,21,1.5,0,0.071,0,0,0,"SE MO ST",22,"Big South - OVC Football Association",59.2,5,34,0,7,5,32,6.4,0,3,1,0,0,6,0,0,56,11.2,12,0,0.94,-1.1,0,2,"83.30%","16.70%","0.00%",80.7,0,0.206,0,"71.40%","Big South - OVC Football Association","FCS"
"James Jointer","CENT ARK",19,34.92,"D",5,"HB",2026,"United Athletic",68.9,6,10,52,5.2,0,3,0,0,3,12,1.2,40,4,0,0.3,0.3,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"Zamar Reese","SAN DIEGO",12,34.56,"D",8,"HB",2026,"Pioneer",63.7,2,7,45,6.4,0,2,0,0,3,19,2.7,26,3.7,0,0.286,0.43,1,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Nathan Gray","LIUSHAR",40,34.49,"D",31,"HB",2026,"Northeast",63,7,15,51,3.4,1,3,0,0,3,15,1,36,2.4,0,0.2,0.2,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Brennan Carroll","TXRG",31,34.17,"D",6,"HB",2026,"Southland",60.3,3,7,38,5.4,0,3,0,0,0,19,2.7,19,2.7,0,0.429,0,2,0,"TXRG",6,"Southland",56.7,1,19,0,2,1,2,2,0,0,0,0,0,1,0,0,7,7,2,0,0.11,5.5,0,0,"100%","0.00%","0.00%",56.3,0,0.105,0,"50.00%","Southland","FCS"
"Kenveon Stone","N ARIZONA",NA,34.01,"D",7,"HB",2026,"Big Sky",0,0,6,50,8.3,2,5,0,0,0,19,3.2,31,5.2,0,0.833,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Rahshan La Mons","ALBANY",29,33.96,"D",2,"HB",2026,"CAA",63.3,7,12,59,4.9,0,5,1,1,1,27,2.3,28,2.3,1,0.417,0.08,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Will Jones","DAVIDSON",NA,33.59,"D",28,"HB",2026,"Pioneer",0,0,16,75,4.7,1,6,0,0,0,26,1.6,49,3.1,0,0.375,0,3,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Desmin Jackson","BUTLER",NA,33.29,"D",25,"HB",2026,"Pioneer",0,0,10,71,7.1,1,6,0,0,0,42,4.2,29,2.9,0,0.6,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Isaiah Daniel","BETH COOK",24,33.29,"D",27,"HB",2026,"SWAC",64.3,4,9,46,5.1,2,3,0,0,0,22,2.4,24,2.7,0,0.333,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Jaiden Daniels","E TENN ST",13,33.18,"D",7,"HB",2026,"Southern",71,3,6,45,7.5,0,1,0,0,1,29,4.8,16,2.7,0,0.167,0.17,1,0.333,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Roderick Taylor Jr.","N ALABAMA",26,32.89,"D",9,"HB",2026,"United Athletic",74.3,4,8,56,7,0,3,0,0,0,23,2.9,33,4.1,0,0.375,0,1,0.125,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"Kendrick Agenor","BRYANT",21,32.7,"D",23,"HB",2026,"CAA",69.5,6,10,34,3.4,1,4,0,0,0,10,1,24,2.4,0,0.4,0,2,0.2,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Malik Dotson","E WASHGTON",28,32.52,"D",7,"HB",2026,"Big Sky",77.4,8,11,45,4.1,1,4,0,0,0,23,2.1,22,2,0,0.364,0,0,0.091,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Christian Vann","GARD-WEBB",36,32.29,"D",34,"HB",2026,"Big South - OVC Football Association",58.3,5,17,46,2.7,0,2,0,0,5,-8,-0.5,54,3.2,0,0.118,0.29,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Aaron Ball","INDIANA ST",NA,31.63,"D",25,"HB",2026,"Missouri Valley",0,0,12,90,7.5,1,2,0,1,0,9,0.8,81,6.8,0,0.167,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Isaiah Groves","AUSTINPEAY",18,31.47,"D",10,"HB",2026,"United Athletic",62.4,3,6,34,5.7,1,2,0,0,1,10,1.7,24,4,0,0.333,0.17,1,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"Noah Spencer","DAYTON",NA,31.25,"D",35,"HB",2026,"Pioneer",0,0,10,70,7,1,4,0,0,0,21,2.1,49,4.9,0,0.4,0,3,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Corey Richardson","AUSTINPEAY",11,31.22,"D",26,"HB",2026,"United Athletic",66.2,5,7,28,4,1,1,0,0,1,7,1,21,3,0,0.143,0.14,0,0.429,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"Josiah Johnson","S DAK ST",24,30.86,"D",22,"HB",2026,"Missouri Valley",61.2,8,11,48,4.4,0,4,1,0,2,14,1.3,34,3.1,0,0.364,0.18,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Lontrell Turner","INCAR WORD",NA,30.77,"D",1,"HB",2026,"Southland",0,0,11,69,6.3,1,5,0,0,0,34,3.1,35,3.2,0,0.455,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Dazhaun Hopkins","DUQUESNE",17,30.71,"D",0,"HB",2026,"Northeast",65.2,4,8,46,5.8,0,3,0,0,1,5,0.6,41,5.1,0,0.375,0.13,3,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Michael Cadden","BUCKNELL",NA,30.71,"D",26,"HB",2026,"Patriot",0,0,15,75,5,1,5,0,0,0,53,3.5,22,1.5,0,0.333,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Gabriel Abel","STTHOM",NA,30.38,"D",1,"HB",2026,"Pioneer",0,0,9,52,5.8,3,3,0,0,0,36,4,16,1.8,0,0.333,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Calvin Smith Jr.","SE LA",27,30.26,"D",5,"HB",2026,"Southland",63.8,3,9,33,3.7,1,2,0,0,1,14,1.6,19,2.1,0,0.222,0.11,1,0.222,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Zaon Laney","NEWHVN",26,30.2,"D",2,"HB",2026,"Northeast",49.3,4,15,57,3.8,0,2,1,1,1,40,2.7,17,1.1,0,0.133,0.07,2,0.2,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Josh Shaw","SCAR STATE",11,30.06,"D",0,"HB",2026,"MEAC",70.2,5,7,17,2.4,1,5,0,0,2,-2,-0.3,19,2.7,0,0.714,0.29,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Jawaun Northington","MURRAY ST",18,29.6,"D",30,"HB",2026,"Missouri Valley",68.7,4,7,27,3.9,1,3,0,0,1,6,0.9,21,3,0,0.429,0.14,0,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Josh Perry","W CAROLINA",30,29.04,"D",3,"HB",2026,"Southern",68.8,3,7,24,3.4,0,1,0,0,1,2,0.3,22,3.1,0,0.143,0.14,0,0,"W CAROLINA",3,"Southern",44,2,19,0,4,2,11,5.5,0,0,1,0,0,3,0,0,7,3.5,2,0,0.58,7.3,0,0,"66.70%","33.30%","0.00%",56.3,0.053,0.211,0.25,"50.00%","Southern","FCS"
"Corey Blair Jr.","S DAK ST",16,28.93,"D",4,"HB",2026,"Missouri Valley",58.1,4,10,42,4.2,0,2,0,0,2,5,0.5,37,3.7,0,0.2,0.2,2,0.1,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Michael Dellumo","BUTLER",NA,28.7,"D",24,"HB",2026,"Pioneer",0,0,10,79,7.9,1,2,0,0,0,31,3.1,48,4.8,0,0.2,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Mykel Allen","MURRAY ST",34,28.67,"D",9,"HB",2026,"Missouri Valley",65.9,4,12,37,3.1,1,2,0,0,1,8,0.7,29,2.4,0,0.167,0.08,1,0.083,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Tommy Ansley","TENN MARTN",25,28.49,"D",39,"HB",2026,"Big South - OVC Football Association",55.5,1,8,21,2.6,0,0,0,0,1,11,1.4,10,1.3,0,0,0.13,0,0,"TENN MARTN",39,"Big South - OVC Football Association",69.9,2,15,0,3,2,25,12.5,0,1,0,0,0,2,0,0,25,12.5,5,0,1.67,0.3,0,0,"100%","0.00%","0.00%",92.4,0,0.2,0,"66.70%","Big South - OVC Football Association","FCS"
"Gracen Goldsmith","HAMPTON",21,28.32,"D",5,"HB",2026,"CAA",68.1,6,8,41,5.1,0,2,0,0,2,0,0,41,5.1,0,0.25,0.25,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"TJ Dement","TXRG",40,28.28,"D",4,"HB",2026,"Southland",49.4,5,11,22,2,1,3,1,1,0,6,0.6,16,1.4,0,0.273,0,0,0,"TXRG",4,"Southland",51.7,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,"0.00%","0.00%","0.00%",39.6,0,0.083,0,"0.00%","Southland","FCS"
"Seth Rigtrup","WEBER ST",34,28.08,"D",32,"HB",2026,"Big Sky",60.2,2,7,15,2.1,0,1,0,0,0,-4,-0.6,19,2.7,0,0.143,0,0,0.143,"WEBER ST",32,"Big Sky",77,2,15,0,5,3,18,6,0,2,0,0,0,3,0,0,24,8,7,0,1.2,-2.4,0,0,"100%","0.00%","0.00%",67.1,0,0.333,0,"60.00%","Big Sky","FCS"
"Uriah Moats-Maynard","WAGNER",26,27.81,"D",28,"HB",2026,"Northeast",61.2,3,14,33,2.4,0,2,0,0,2,-8,-0.6,41,2.9,0,0.143,0.14,1,0.214,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Ernest Temple","ALCORN ST",NA,27.67,"D",20,"HB",2026,"SWAC",0,0,12,64,5.3,1,4,0,0,0,25,2.1,39,3.3,0,0.333,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Jack Linden","BUTLER",NA,27.66,"D",30,"HB",2026,"Pioneer",0,0,6,60,10,1,2,0,0,0,18,3,42,7,0,0.333,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Victor Dawson","ILL STATE",26,27.62,"D",5,"HB",2026,"Missouri Valley",60.5,4,13,46,3.5,0,4,0,0,1,16,1.2,30,2.3,0,0.308,0.08,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Christian Collins","N IOWA",24,27.42,"D",22,"HB",2026,"Missouri Valley",68.1,5,10,37,3.7,1,1,0,0,2,4,0.4,33,3.3,0,0.1,0.2,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Jordan Fisher","UC DAVIS",25,27.41,"D",20,"HB",2026,"Big Sky",63.5,2,8,19,2.4,0,0,0,0,1,2,0.3,17,2.1,0,0,0.13,0,0.25,"UC DAVIS",20,"Big Sky",56.8,1,16,0,1,1,3,3,0,0,0,0,0,1,0,0,3,3,2,0,0.19,0,0,0,"100%","0.00%","0.00%",79.2,0,0.063,0,"100%","Big Sky","FCS"
"Jordan Barnett","MORGAN ST",NA,27.25,"D",8,"HB",2026,"MEAC",0,0,7,57,8.1,1,3,0,0,0,14,2,43,6.1,0,0.429,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Shawn James","WAGNER",26,26.76,"D",33,"HB",2026,"Northeast",67.2,2,6,9,1.5,0,0,0,0,3,-7,-1.2,16,2.7,0,0,0.5,0,0,"WAGNER",33,"Northeast",60.7,2,16,0,3,2,6,3,0,0,0,0,0,2,0,0,10,5,2,0,0.38,0.7,0,0,"100%","0.00%","0.00%",70.1,0,0.188,0,"66.70%","Northeast","FCS"
"Michael Bormann","N IOWA",16,26.62,"D",43,"HB",2026,"Missouri Valley",69.1,5,9,32,3.6,1,4,0,0,0,18,2,14,1.6,0,0.444,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Jaylen Jennings","ARKAPB",NA,26.08,"D",1,"HB",2026,"SWAC",0,0,15,80,5.3,0,3,0,0,0,57,3.8,23,1.5,0,0.2,0,3,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Jakyre Henley","LAFAYETTE",NA,26.01,"D",5,"HB",2026,"Patriot",0,0,13,77,5.9,0,3,0,0,0,11,0.8,66,5.1,0,0.231,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Jason Albritton","E TENN ST",19,25.86,"D",21,"HB",2026,"Southern",69.7,4,9,26,2.9,0,3,0,0,1,9,1,17,1.9,0,0.333,0.11,0,0.222,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"CJ Stokes","FURMAN",17,25.17,"D",23,"HB",2026,"Southern",60.8,4,10,27,2.7,0,1,0,0,2,7,0.7,20,2,0,0.1,0.2,0,0.3,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Jayden Hibbler","INCAR WORD",NA,24.3,"D",12,"HB",2026,"Southland",0,0,9,51,5.7,1,4,0,0,0,23,2.6,28,3.1,0,0.444,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"OJ Ross","BRYANT",26,24.24,"D",4,"HB",2026,"CAA",61.9,5,13,37,2.9,0,3,0,0,1,5,0.4,32,2.5,0,0.231,0.08,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Jamell James","FORDHAM",20,24.09,"D",25,"HB",2026,"Patriot",62.3,2,7,29,4.1,0,2,0,0,2,10,1.4,19,2.7,0,0.286,0.29,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Craig Cunningham","MOREHEAD",21,24.08,"D",1,"HB",2026,"Pioneer",63.9,5,11,15,1.4,0,0,0,0,3,-7,-0.6,22,2,0,0,0.27,0,0.364,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Cameron Young","CENT ARK",12,24.04,"D",2,"HB",2026,"United Athletic",65.3,2,7,31,4.4,1,2,0,0,0,18,2.6,13,1.9,0,0.286,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"Amari Pryear","HAMPTON",24,23.87,"D",20,"HB",2026,"CAA",64.8,4,8,32,4,0,2,0,0,2,9,1.1,23,2.9,0,0.25,0.25,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Keino Fitzpatrick II","ROB MORRIS",37,23.66,"D",1,"HB",2026,"Northeast",53,1,10,16,1.6,0,1,0,0,0,-4,-0.4,20,2,0,0.1,0,0,0,"ROB MORRIS",1,"Northeast",61,2,24,0,3,2,14,7,0,2,0,0,0,2,0,0,14,7,1,0,0.58,2.7,0,0,"100%","0.00%","0.00%",77.1,0,0.125,0,"66.70%","Northeast","FCS"
"Damashja Harris","INCAR WORD",NA,23.24,"D",24,"HB",2026,"Southland",0,0,9,56,6.2,1,2,0,1,0,26,2.9,30,3.3,0,0.222,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Mason Hackett","DAYTON",NA,23.15,"D",27,"HB",2026,"Pioneer",0,0,15,71,4.7,0,3,0,0,0,46,3.1,25,1.7,0,0.2,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Seth Glatz","ILL STATE",25,22.96,"D",2,"HB",2026,"Missouri Valley",57.7,4,12,39,3.3,0,3,0,0,0,8,0.7,31,2.6,0,0.25,0,0,0.083,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Sam Manna","BUTLER",NA,22.94,"D",34,"HB",2026,"Pioneer",0,0,8,57,7.1,0,4,0,0,0,26,3.3,31,3.9,0,0.5,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
