"Name","Team","Season","Position","Conference","Conference_Level","Offensive.Snaps","Pass.Grade","Dropbacks","Attempts","Completion","Completion.Percentage","Adjusted.Completion.Percentage","Passing.Yards","Yards.per.Attempt.Pass","Yards.After.Catch.per.Completion.Percentage","Passing.Touchdowns","Interceptions","Sacks","Average.Time.to.Throw","Batted.Passes","Pass.Break.Up","Turnover.Worthy.Plays","Turnover.Worthy.Plays.Percentage","Big.Time.Throws","Big.Time.Throw.Percentage","Dropped.Passes","NFL.Passer.Rating","Average.Depth.of.Targets","Short.of.Sticks.Percentage","Percentage.of.Pass.Attempts.passed.First.Down.Markers","Air.Yards.Percentage","First.Downs","Play.Action.Percentage","Accuracy.Attempts","Accurate.Plus.Percentage","Catchable.Innacurate.Percentage","Uncatchable.Innacurage.Percentage","Other.Percentage","Accurate.Throw.Percentage","Rush.Grade","Rush.Yards","Yards.per.Attempt.Rush","Rush.Touchdowns","First.Down.Runs","Fumbles","Fumbles.Lost","Missed.Tackles.on.Runs","Yards.before.Contact.per.Attempt","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Composite_Score","Player_Grade"
"Jaylen King","MERCER",2026,"QB","Southern","FCS",73,58.3,41,36,19,"52.80%","67.70%",197,5.5,"42.10%",0,4,3,2.65,0,1,2,"4.90%",3,"8.30%",4,29.3,9.1,"52.80%","41.70%","57.90%",7,"29.30%",0,"0","0","0","0","0",61.9,43,3.6,0,2,0,0,0,0.9,2.7,2,"16.70%",0,2,"0.00%",33.72,"D"
"Ethan Drumm","WOFFORD",2026,"QB","Southern","FCS",38,50.3,24,18,9,"50.00%","50.00%",100,5.6,"39.00%",0,2,4,2.44,0,3,2,"8.30%",2,"11.10%",0,27.3,13.6,"44.40%","55.60%","61.00%",5,"20.80%",0,"0","0","0","0","0",75.3,24,4.8,0,1,1,0,1,0.4,4.4,2,"20.00%",0.2,0,"0.00%",33.62,"D"
"Reginald Johnson","GRAMBLING",2026,"QB","SWAC","FCS",34,58,22,20,14,"70.00%","73.70%",190,9.5,"57.90%",1,0,2,2.3,0,3,1,"4.50%",0,"0.00%",0,116.7,6.2,"70.00%","25.00%","45.80%",7,"27.30%",0,"0","0","0","0","0",60,1,1,0,0,0,0,0,0,1,0,"0.00%",0,0,"0.00%",33.57,"D"
"TJ Crews IV","ELON",2026,"QB","CAA","FCS",61,48.7,27,22,11,"50.00%","71.40%",183,8.3,"42.10%",1,2,4,2.87,0,4,5,"18.50%",2,"9.10%",4,55.7,15.7,"40.90%","54.50%","57.90%",6,"29.60%",0,"0","0","0","0","0",61.2,4,1,0,1,0,0,0,-1,2,1,"25.00%",0,0,"0.00%",33.08,"D"
"Pops Battle","LNDNWD",2026,"QB","Big South - OVC Football Association","FCS",55,47.4,29,21,8,"38.10%","52.90%",105,5,"46.70%",2,1,3,3.01,2,0,1,"3.50%",0,"0.00%",1,66.6,11.6,"42.90%","38.10%","53.30%",6,"27.60%",15,"26.70%","20.00%","33.30%","40.00%","46.70%",60.7,84,7.6,0,5,1,1,4,3.9,2.7,5,"45.50%",0.36,4,"16.70%",32.98,"D"
"Jack Jacobs","TXAMEA",2026,"QB","Southland","FCS",65,74.8,27,25,15,"60.00%","64.00%",183,7.3,"56.30%",1,2,2,1.94,0,1,0,"0.00%",1,"4.00%",1,62.6,6.7,"60.00%","40.00%","43.70%",10,"37.00%",0,"0","0","0","0","0",36.7,-1,-0.5,0,0,1,0,0,-1,0.5,0,"0.00%",0,0,"0.00%",32.9,"D"
"Jake Garcia","FURMAN",2026,"QB","Southern","FCS",68,44.3,38,30,19,"63.30%","71.40%",166,5.5,"48.80%",1,2,4,2.92,0,3,2,"5.30%",1,"3.30%",1,61.3,8.3,"50.00%","43.30%","51.20%",9,"39.50%",0,"0","0","0","0","0",60.8,43,3.9,0,0,0,0,2,0.5,3.5,4,"0.00%",0.18,0,"0.00%",32.14,"D"
"Sonny Mannino","MARIST",2026,"QB","Pioneer","FCS",NA,NA,43,38,26,"68.40%","70.30%",291,7.7,"39.20%",1,0,3,0,1,0,0,"0.00%",0,"0.00%",0,99.8,8.2,"50.00%","47.40%","61.90%",17,"0.00%",0,"0","0","0","0","0",NA,27,4.5,0,1,0,0,0,2.5,1.3,2,"16.70%",0,1,"0.00%",31.89,"D"
"Jim Ogle","MURRAY ST",2026,"QB","Missouri Valley","FCS",26,60.5,14,14,7,"50.00%","71.40%",73,5.2,"23.30%",1,1,0,2.11,0,1,0,"0.00%",1,"7.10%",3,59.5,8.6,"57.10%","42.90%","76.70%",6,"50.00%",0,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.51,"D"
"Will Burns","SO UTAH",2026,"QB","Big Sky","FCS",54,52,27,24,12,"50.00%","57.10%",229,9.5,"71.60%",1,2,2,2.73,1,1,2,"7.40%",0,"0.00%",0,62.7,6.9,"41.70%","45.80%","28.40%",9,"25.90%",11,"9.10%","18.20%","36.40%","54.50%","45.50%",61.2,37,7.4,0,3,0,0,0,4.4,1,1,"60.00%",0,3,"0.00%",31.25,"D"
"Lex Thomas","W CAROLINA",2026,"QB","Southern","FCS",51,58.5,35,34,23,"67.70%","80.70%",165,4.8,"66.10%",0,0,0,2.53,1,0,2,"5.70%",0,"0.00%",2,78.7,7.2,"64.70%","26.50%","33.90%",10,"28.60%",30,"30.00%","23.30%","16.70%","13.30%","60.00%",70,18,3.6,1,3,0,0,1,1.4,2.2,1,"60.00%",0.2,0,"0.00%",31.06,"D"
"Winston Watkins","WM & MARY",2026,"QB","Patriot","FCS",51,65.5,30,23,18,"78.30%","81.80%",164,7.1,"51.80%",0,1,0,2.41,0,1,1,"3.30%",0,"0.00%",0,78.3,6.5,"52.20%","43.50%","48.20%",9,"3.30%",0,"0","0","0","0","0",60,36,3.3,1,1,0,0,0,1.9,1.4,7,"9.10%",0,0,"0.00%",30.86,"D"
"Carson Camp","DUQUESNE",2026,"QB","Northeast","FCS",43,50,21,20,6,"30.00%","33.30%",68,3.4,"11.80%",1,0,1,2.46,0,5,1,"4.80%",0,"0.00%",0,57.9,14.3,"40.00%","50.00%","97.10%",2,"33.30%",0,"0","0","0","0","0",62.4,4,4,0,1,0,0,0,4,0,0,"100%",0,0,"0.00%",30.29,"D"
"Christopher Dietrich","BUCKNELL",2026,"QB","Patriot","FCS",NA,NA,30,30,22,"73.30%","75.90%",221,7.4,"21.30%",1,0,0,0,0,0,0,"0.00%",0,"0.00%",0,105,7.5,"53.30%","43.30%","78.70%",11,"0.00%",0,"0","0","0","0","0",NA,-9,-2.3,0,0,0,0,0,-2.3,0,0,"0.00%",0,0,"0.00%",30,"D"
"Quentin Hayes","CITADEL",2026,"QB","Southern","FCS",NA,NA,20,15,3,"20.00%","20.00%",73,4.9,"12.30%",1,1,1,0,0,0,0,"0.00%",0,"0.00%",0,41.8,23.6,"33.30%","66.70%","94.50%",4,"0.00%",0,"0","0","0","0","0",NA,90,4.7,0,4,0,0,0,1.4,3.4,4,"21.10%",0,3,"0.00%",29.63,"D"
"Tre'Von Taylor","HAMPTON",2026,"QB","CAA","FCS",40,70.8,33,27,14,"51.80%","68.00%",144,5.3,"26.40%",0,0,1,2.67,0,1,0,"0.00%",0,"0.00%",3,67.5,8.5,"63.00%","29.60%","73.60%",7,"21.20%",0,"0","0","0","0","0",57.8,42,7,0,1,0,0,1,3.2,3.8,5,"16.70%",0.17,2,"0.00%",28.88,"D"
"Garret Rangel","TXRG",2026,"QB","Southland","FCS",46,42.9,32,29,12,"41.40%","52.00%",127,4.4,"30.70%",1,2,1,3.03,0,1,3,"9.40%",1,"3.50%",1,37.6,12.4,"37.90%","48.30%","69.30%",6,"31.30%",0,"0","0","0","0","0",67.5,25,8.3,0,1,0,0,0,-1.7,5.3,2,"33.30%",0,1,"0.00%",28.47,"D"
"David Lynch","HOLY CROSS",2026,"QB","Patriot","FCS",41,62.5,28,26,13,"50.00%","60.00%",141,5.4,"70.20%",1,0,1,2.39,0,1,0,"0.00%",0,"0.00%",2,79.2,9,"53.80%","42.30%","35.50%",8,"17.90%",0,"0","0","0","0","0",64.1,2,1,0,0,0,0,0,-2,0,1,"0.00%",0,0,"0.00%",28.21,"D"
"Casey Bullock","DAVIDSON",2026,"QB","Pioneer","FCS",NA,NA,48,42,30,"71.40%","71.40%",310,7.4,"71.30%",0,2,1,0,0,0,0,"0.00%",0,"0.00%",0,72.5,5.4,"64.30%","35.70%","28.70%",16,"0.00%",0,"0","0","0","0","0",NA,47,4.3,1,3,0,0,0,0.6,1.7,5,"27.30%",0,1,"0.00%",28.01,"D"
"Ty Pennington","N ARIZONA",2026,"QB","Big Sky","FCS",NA,NA,27,25,13,"52.00%","56.50%",153,6.1,"55.60%",1,0,1,0,0,0,0,"0.00%",0,"0.00%",0,84.3,8.2,"52.00%","40.00%","46.40%",8,"0.00%",0,"0","0","0","0","0",NA,5,0.6,0,1,0,0,0,0.1,0.4,1,"11.10%",0,1,"0.00%",27.23,"D"
"Gunnar Smith","FORDHAM",2026,"QB","Patriot","FCS",45,36.9,27,20,9,"45.00%","52.60%",101,5,"25.70%",1,2,5,2.75,0,3,3,"11.10%",0,"0.00%",1,37.7,8.7,"65.00%","30.00%","83.20%",7,"37.00%",0,"0","0","0","0","0",71.6,81,11.6,0,3,0,0,3,0,11.6,2,"42.90%",0.43,2,"0.00%",26.46,"D"
"Tyler Travers","E KENTUCKY",2026,"QB","United Athletic","FCS",71,38.6,32,27,14,"51.80%","65.20%",131,4.8,"74.10%",1,2,1,2.77,2,4,3,"9.40%",0,"0.00%",1,47,7.1,"37.00%","48.10%","30.50%",12,"34.40%",0,"0","0","0","0","0",62.7,67,6.1,0,4,0,0,2,1,5.1,4,"36.40%",0.18,4,"0.00%",26.34,"D"
"Cole Pennington","GARD-WEBB",2026,"QB","Big South - OVC Football Association","FCS",76,36.9,48,42,17,"40.50%","48.60%",190,4.5,"37.90%",0,2,2,2.7,1,5,5,"10.40%",1,"2.40%",1,34.8,10.6,"40.50%","47.60%","62.10%",16,"22.90%",0,"0","0","0","0","0",56.1,27,6.8,0,2,0,0,1,0,6.3,4,"50.00%",0.25,1,"0.00%",25.67,"D"
"Bryce Schondelmyer","DAYTON",2026,"QB","Pioneer","FCS",NA,NA,30,28,19,"67.90%","70.40%",211,7.5,"64.50%",1,2,1,0,0,0,0,"0.00%",0,"0.00%",0,72.2,4.1,"71.40%","25.00%","35.50%",11,"0.00%",0,"0","0","0","0","0",NA,-1,-1,0,0,0,0,0,-1,0,0,"0.00%",0,0,"0.00%",25.64,"D"
"Frankie Weaver","MONMOUTH",2026,"QB","CAA","FCS",92,65.6,49,48,28,"58.30%","71.70%",273,5.7,"63.70%",1,0,1,2.15,1,3,1,"2.00%",0,"0.00%",5,81.3,6.5,"58.30%","37.50%","36.30%",17,"18.40%",0,"0","0","0","0","0",59.2,-1,-1,0,0,1,1,0,-1,0,0,"0.00%",0,0,"0.00%",25.54,"D"
"Kamden Sixkiller","CAMPBELL",2026,"QB","CAA","FCS",45,52.8,32,30,16,"53.30%","59.30%",127,4.2,"50.40%",0,0,2,2.34,1,5,0,"0.00%",0,"0.00%",0,64.2,5.6,"53.30%","36.70%","49.60%",6,"15.60%",0,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,"D"
"Nelson Layne","NC CENT",2026,"QB","MEAC","FCS",NA,NA,25,19,14,"73.70%","73.70%",147,7.7,"57.80%",1,0,3,0,0,0,0,"0.00%",0,"0.00%",0,113.3,4.5,"79.00%","21.10%","42.20%",6,"0.00%",0,"0","0","0","0","0",NA,6,0.9,0,0,0,0,0,-0.7,0.4,3,"0.00%",0,0,"0.00%",24.87,"D"
"AJ Hairston Jr.","MERRIMACK",2026,"QB","IND (FCS)","FCS",52,45.4,21,18,10,"55.60%","64.70%",75,4.2,"25.30%",0,1,2,2.83,0,2,1,"4.80%",0,"0.00%",1,42.6,6.4,"61.10%","33.30%","74.70%",4,"9.50%",0,"0","0","0","0","0",66.9,75,8.3,0,3,0,0,4,3.7,4.7,1,"33.30%",0.44,4,"0.00%",23.81,"D"
"Gabarri Johnson","SAMFORD",2026,"QB","Southern","FCS",NA,NA,54,49,23,"46.90%","47.90%",245,5,"41.60%",0,0,4,0,1,0,0,"0.00%",0,"0.00%",0,62,10.6,"59.20%","38.80%","58.40%",17,"0.00%",0,"0","0","0","0","0",NA,19,3.2,1,2,0,0,0,1.8,0.2,1,"33.30%",0,1,"0.00%",22.12,"D"
"Deljay Bailey","NORFOLK",2026,"QB","MEAC","FCS",41,47.5,29,26,16,"61.50%","66.70%",148,5.7,"50.00%",0,2,3,2.77,1,1,3,"10.30%",1,"3.90%",0,45,6.3,"53.80%","38.50%","50.00%",7,"41.40%",24,"8.30%","25.00%","33.30%","8.30%","41.70%",55.6,7,2.3,0,0,0,0,0,0,2.3,0,"0.00%",0,0,"0.00%",21.95,"D"
"Dom Nankil","SAN DIEGO",2026,"QB","Pioneer","FCS",57,51.9,28,26,12,"46.20%","65.00%",142,5.5,"41.50%",0,2,1,2.48,2,0,1,"3.60%",1,"3.90%",1,31.3,7.5,"42.30%","34.60%","58.50%",4,"3.60%",0,"0","0","0","0","0",65.2,19,6.3,1,1,0,0,0,4.3,2,1,"33.30%",0,0,"0.00%",21.79,"D"
"Connor Kenyon","CENT CT ST",2026,"QB","Northeast","FCS",27,57.6,18,15,8,"53.30%","71.40%",40,2.7,"55.00%",0,0,1,2.38,0,1,0,"0.00%",0,"0.00%",2,59,7.5,"60.00%","33.30%","45.00%",2,"22.20%",0,"0","0","0","0","0",NA,6,3,0,0,0,0,1,-7.5,10.5,2,"0.00%",0.5,0,"0.00%",21.36,"D"
"Justin Lamson","MONTANA ST",2026,"QB","Big Sky","FCS",68,45.7,32,26,15,"57.70%","72.00%",182,7,"81.30%",1,0,3,2.73,1,1,3,"9.40%",0,"0.00%",3,92.1,5.8,"53.80%","42.30%","18.70%",11,"34.40%",0,"0","0","0","0","0",63.6,46,6.6,0,2,0,0,0,4.4,2.1,3,"28.60%",0,2,"0.00%",20.75,"D"
"Zach Wilcke","NWSTATE",2026,"QB","Southland","FCS",41,43.3,25,20,10,"50.00%","66.70%",48,2.4,"68.80%",0,1,0,3.49,0,2,1,"4.00%",0,"0.00%",2,35.4,10,"55.00%","35.00%","31.30%",5,"24.00%",0,"0","0","0","0","0",70.2,47,5.2,0,3,0,0,3,0.4,3.4,5,"33.30%",0.33,1,"0.00%",20.68,"D"
"John David Black","ABILENE CH",2026,"QB","United Athletic","FCS",64,49.8,43,39,21,"53.80%","63.90%",267,6.8,"60.70%",1,1,3,2.51,0,4,6,"14.00%",0,"0.00%",2,73.3,8.9,"46.20%","46.20%","39.30%",15,"27.90%",0,"0","0","0","0","0",37.7,6,3,0,0,1,1,0,3,0,1,"0.00%",0,0,"100%",20.38,"D"
"Daniel Lipovski","LAFAYETTE",2026,"QB","Patriot","FCS",NA,NA,34,33,11,"33.30%","36.70%",127,3.9,"14.20%",0,0,0,0,0,0,0,"0.00%",0,"0.00%",0,45.9,13.2,"39.40%","51.50%","85.80%",7,"0.00%",0,"0","0","0","0","0",NA,0,0,0,1,0,0,0,-0.3,0.3,1,"25.00%",0,0,"0.00%",20.26,"D"
"Lek Powell","CHARLES SO",2026,"QB","Big South - OVC Football Association","FCS",NA,NA,25,16,8,"50.00%","57.10%",84,5.3,"34.50%",0,0,6,0,0,0,0,"0.00%",0,"0.00%",0,65.6,10.3,"37.50%","50.00%","65.50%",8,"0.00%",0,"0","0","0","0","0",NA,48,6,0,3,0,0,0,-1.4,7.4,3,"37.50%",0,3,"0.00%",19.63,"F"
"Ian Reynolds","VA MILT IN",2026,"QB","Southern","FCS",NA,NA,27,27,11,"40.70%","44.00%",155,5.7,"3.90%",0,1,0,0,2,0,0,"0.00%",0,"0.00%",0,44.5,11.9,"44.40%","48.10%","96.10%",6,"0.00%",0,"0","0","0","0","0",NA,26,3.7,0,2,0,0,0,2.9,0.9,0,"28.60%",0,0,"0.00%",19.56,"F"
"Daylin Lee","TENN STATE",2026,"QB","Big South - OVC Football Association","FCS",NA,NA,45,42,19,"45.20%","45.20%",181,4.3,"42.00%",0,2,2,0,0,0,0,"0.00%",0,"0.00%",0,37.9,8.1,"52.40%","47.60%","58.00%",11,"0.00%",0,"0","0","0","0","0",NA,18,2.3,0,2,0,0,0,0.3,2,0,"25.00%",0,1,"0.00%",19.12,"F"
"Jake Stearney","COLGATE",2026,"QB","Patriot","FCS",64,44.1,36,33,17,"51.50%","59.40%",131,4,"48.90%",0,2,1,2.6,0,5,3,"8.30%",0,"0.00%",2,36.3,9.5,"48.50%","48.50%","51.10%",11,"30.60%",0,"0","0","0","0","0",63.4,18,3.6,1,2,0,0,0,0.8,1.4,2,"40.00%",0,0,"0.00%",18.63,"F"
"Tate Surber","TENN MARTN",2026,"QB","Big South - OVC Football Association","FCS",55,52.1,34,30,21,"70.00%","77.80%",204,6.8,"61.80%",0,1,2,2.49,1,1,1,"2.90%",0,"0.00%",0,74.9,5.7,"56.70%","33.30%","38.20%",10,"11.80%",0,"0","0","0","0","0",52.8,5,2.5,0,0,0,0,0,2,0.5,2,"0.00%",0,0,"0.00%",18.6,"F"
"Benjamin Newman","WAGNER",2026,"QB","Northeast","FCS",41,57,29,22,11,"50.00%","65.00%",101,4.6,"53.50%",0,0,1,2.5,1,0,0,"0.00%",0,"0.00%",2,62.9,8.2,"59.10%","31.80%","46.50%",7,"13.80%",6,"16.70%","16.70%","16.70%","16.70%","66.70%",49.6,21,3.5,0,1,0,0,1,-0.3,1.7,6,"16.70%",0.17,1,"0.00%",18.36,"F"
"Dustin Fletcher","FL A&M",2026,"QB","SWAC","FCS",29,53.2,20,16,8,"50.00%","71.40%",33,2.1,"78.80%",0,0,2,2.7,0,1,0,"0.00%",0,"0.00%",2,56.3,4.1,"56.30%","31.30%","21.20%",2,"10.00%",14,"0","0","42.90%","14.30%","57.10%",62,33,4.7,0,0,1,0,3,2.1,2.6,2,"0.00%",0.43,0,"0.00%",17.11,"F"
"Noah Brannock","DELWARE ST",2026,"QB","MEAC","FCS",23,32.1,12,11,7,"63.60%","63.60%",34,3.1,"35.30%",0,0,0,2.61,0,1,1,"8.30%",0,"0.00%",0,68,7.3,"81.80%","18.20%","64.70%",2,"16.70%",0,"0","0","0","0","0",64.2,25,12.5,0,2,0,0,1,4,8.5,1,"100%",0.5,2,"0.00%",17,"F"
"Battle Alberson","CHATTNOOGA",2026,"QB","Southern","FCS",60,41.2,31,29,12,"41.40%","50.00%",135,4.7,"71.10%",0,1,1,2.84,1,2,1,"3.20%",0,"0.00%",1,41.6,7.9,"55.20%","34.50%","28.90%",9,"32.30%",0,"0","0","0","0","0",59.5,8,2.7,1,1,0,0,1,0.7,0.3,1,"33.30%",0.33,0,"0.00%",16.2,"F"
"Anthony Wolter","MERCYHURST",2026,"QB","Northeast","FCS",44,32.4,23,20,9,"45.00%","57.90%",111,5.5,"85.60%",1,3,3,2.33,1,1,4,"17.40%",1,"5.00%",2,39.8,5.3,"70.00%","25.00%","14.40%",3,"17.40%",19,"5.30%","15.80%","36.80%","5.30%","47.40%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,"F"
"Tevin Carter","PRVIEW A&M",2026,"QB","SWAC","FCS",48,60.4,30,26,13,"50.00%","73.90%",75,2.9,"88.00%",0,0,3,2.7,0,4,0,"0.00%",0,"0.00%",4,56.3,3.1,"73.10%","15.40%","12.00%",6,"23.30%",0,"0","0","0","0","0",52.5,28,7,0,1,1,0,0,-0.5,3.5,1,"25.00%",0,2,"0.00%",13.99,"F"
"Treynor Cleeland","UC DAVIS",2026,"QB","Big Sky","FCS",43,45.2,28,27,12,"44.40%","50.00%",91,3.4,"59.30%",0,1,1,2.6,0,4,2,"7.10%",0,"0.00%",1,37.7,6.7,"63.00%","33.30%","40.70%",5,"32.10%",0,"0","0","0","0","0",60,-1,-1,0,0,0,0,0,-1,0,0,"0.00%",0,0,"0.00%",13.81,"F"
"Christian Johnson","SOUTHERN U",2026,"QB","SWAC","FCS",21,40.5,15,13,5,"38.50%","50.00%",29,2.2,"31.00%",0,0,1,2.07,1,2,0,"0.00%",0,"0.00%",1,46.6,10.4,"53.80%","38.50%","69.00%",1,"13.30%",11,"0","18.20%","45.50%","27.30%","36.40%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.92,"F"
"Eddie Buehler","MAINE",2026,"QB","CAA","FCS",62,46.9,30,27,11,"40.70%","53.80%",148,5.5,"66.20%",0,3,2,2.81,0,1,2,"6.70%",0,"0.00%",3,19.3,10.4,"66.70%","29.60%","35.80%",9,"20.00%",0,"0","0","0","0","0",62,23,3.3,0,2,0,0,0,2.4,0.9,1,"28.60%",0,1,"0.00%",9.99,"F"
"Carter Carroll","WM & MARY",2026,"QB","Patriot","FCS",23,51,17,17,7,"41.20%","53.30%",34,2,"79.40%",0,1,0,2.38,1,0,1,"5.90%",0,"0.00%",1,24.4,12.5,"41.20%","47.10%","20.60%",3,"23.50%",0,"0","0","0","0","0",57.7,-2,-1,0,0,0,0,0,-1,0,0,"0.00%",0,0,"0.00%",9.31,"F"
"Ashten Snelsire","RICHMOND",2026,"QB","Patriot","FCS",31,31.5,23,23,8,"34.80%","45.00%",76,3.3,"56.60%",0,1,0,2.15,1,2,1,"4.30%",0,"0.00%",1,26.7,7.4,"43.50%","43.50%","43.40%",4,"34.80%",21,"4.80%","23.80%","52.40%","9.50%","23.80%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.14,"F"
"Ja'Shawn Scroggins","HOWARD",2026,"QB","MEAC","FCS",28,42.2,18,15,8,"53.30%","60.00%",43,2.9,"46.50%",0,1,2,2.98,0,1,3,"16.70%",0,"0.00%",1,31.3,3.9,"73.30%","26.70%","53.50%",2,"27.80%",0,"0","0","0","0","0",57,5,5,0,0,0,0,0,-7,12,1,"0.00%",0,0,"0.00%",7.64,"F"
"AJ Duffy","NEWHVN",2026,"QB","Northeast","FCS",44,44.1,20,20,6,"30.00%","41.20%",43,2.1,"69.80%",0,0,0,2.35,3,2,0,"0.00%",0,"0.00%",1,39.6,5.8,"50.00%","35.00%","30.20%",3,"35.00%",0,"0","0","0","0","0",60.1,-2,-1,0,0,0,0,0,-1,0,0,"0.00%",0,0,"0.00%",7.35,"F"
"Brett Griffis","CENT CT ST",2026,"QB","Northeast","FCS",31,38.4,18,18,5,"27.80%","35.70%",26,1.4,"34.60%",0,1,0,2.31,2,1,1,"5.60%",0,"0.00%",0,16.4,7.5,"44.40%","33.30%","65.40%",2,"16.70%",0,"0","0","0","0","0",58.5,25,8.3,0,1,0,0,0,8.3,0,0,"33.30%",0,1,"0.00%",6.08,"F"
"Quinn Boyd","STNY BROOK",2026,"QB","CAA","FCS",68,37.1,46,38,22,"57.90%","73.50%",147,3.9,"50.30%",0,2,4,2.44,1,2,3,"6.50%",0,"0.00%",3,44.5,6.5,"60.50%","28.90%","49.70%",9,"19.60%",0,"0","0","0","0","0",55.4,20,4,0,1,0,0,1,-0.2,3.6,4,"20.00%",0.2,1,"0.00%",5.37,"F"
"J.T. Fayard","WOFFORD",2026,"QB","Southern","FCS",19,30,14,12,4,"33.30%","36.40%",15,1.3,"160%",0,0,2,2.08,0,2,2,"14.30%",0,"0.00%",0,42.4,7,"66.70%","25.00%","-60.00%",1,"35.70%",0,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,"F"
"Cam'Ron McCoy","TEXAS STHN",2026,"QB","SWAC","FCS",46,28.5,21,16,10,"62.50%","66.70%",85,5.3,"65.90%",0,1,2,2.64,0,1,3,"14.30%",0,"0.00%",0,50.3,7.6,"62.50%","31.30%","34.10%",4,"19.10%",0,"0","0","0","0","0",49.4,16,1.8,0,1,1,0,0,0.4,0.2,3,"11.10%",0,0,"0.00%",0,"F"
