"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Interceptions","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Lined.up.in.Press.Coverage","Missed.Tackles.on.Pass.Plays","Pass.Break.Up","Plays.of.15..Yards.Allowed","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Touchdowns.Allowed","Hurries","Dropped.Int","Forced.Fumble","Beaten.Defender","Hits","Pursuit.Pressure","Fumble.Recovery","Sacks","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Unblocked.Pass.Rush","Batted.Passes.at.the.Line","Interception"
"Tyler Erkman","N DAKOTA",63,63.01,"B",64.6,60.7,68.7,NA,11,3,1,0,0,9.83,0,0,0,1,0,0,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"15.40%",1,0,0,3,4,2,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","40.00%",0,NA,0
"Nick Peltekian","LEHIGH",59,62.37,"B",69.4,66.7,71.4,NA,3,0,1,0,0,6,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"O'Marion Lewis","CAMPBELL",54,62.33,"B",78.3,78.4,64.5,NA,2,0,1,42.4,0,0,6,13.7,0.14,0,2,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,2,1,"33.30%",6,0,0,0,"0.00%","0.00%","0.00%","0.00%",2,"0.00%","0.00%","0.00%",0,NA,0
"Kyran Moore","STF AUSTIN",38,62.31,"B",73.3,65.4,72.3,75.2,3,0,2,39.6,0,5,0,4,0,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"0.00%",1,0,1,0,0,0,1,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",1,NA,0
"Ken Moore Jr.","W CAROLINA",40,62.23,"B",79,77.1,67.2,69.4,5,1,3,77.1,0,6,3.7,1.8,0.52,0,0,0,NA,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,"0.00%",0,0,1,1,1,1,3,3,"75.00%",11,1,1,0,"0.00%","0.00%","25.00%","0.00%",2.8,"25.00%","0.00%","0.00%",1,NA,0
"Daren Omoregie","CENT CT ST",39,62.09,"B",73.9,76.5,65.1,56.6,2,0,1,56.3,0,2,3,9,0.2,0,0,0,NA,0,0,0,16.7,0,0,0,0,2,0,0,0,0,0,0,0,"0.00%",0,0,2,0,0,0,2,1,"50.00%",3,0,1,0,"0.00%","0.00%","0.00%","0.00%",1.5,"50.00%","0.00%","0.00%",2,NA,0
"Abdoul Bah","NEWHVN",25,61.89,"B",69.2,65.9,62.4,67.1,2,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,12.5,0,0,0,0,2,0,0,0,0,0,0,0,"0.00%",0,0,2,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",1,NA,0
"Jadan Aubert","TARLETON",18,61.85,"B",69.1,64.7,70.3,NA,3,0,2,0,0,12,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Mark Johnson","VALPO",60,61.62,"B",69.9,72.6,60.3,60,9,0,1,39.6,0,14.86,9,13.5,0.26,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,1,2,1,"25.00%",9,1,0,0,"0.00%","0.00%","25.00%","0.00%",2.3,"0.00%","0.00%","0.00%",0,NA,0
"Isaac Redford","PORTLAND",68,61.61,"B",60.1,54.5,69.4,NA,10,2,2,0,0,8.6,0,0,0,1,0,0,NA,1,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,"9.10%",2,0,0,2,4,3,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","20.00%",0,NA,0
"Donovan Fey","MONMOUTH",49,61.54,"B",64.3,59.7,69.4,NA,6,3,0,0,0,13,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,3,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","14.30%","0.00%",0,NA,0
"Rylan Crawford","ILL STATE",18,61.52,"B",70,64.7,71.1,NA,2,1,0,0,0,6,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Brody Michael","IDAHO",25,61.41,"B",69.7,71.5,60,60,3,1,1,56.3,0,17,-1,3,-0.08,1,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0.00%",0,1,0,1,1,0,1,1,"50.00%",-1,0,0,0,"0.00%","0.00%","0.00%","0.00%",-0.5,"0.00%","0.00%","0.00%",0,NA,0
"Kristian Dillard","NICHOLLS",38,60.79,"B",73.6,78.6,61.9,NA,5,0,3,70.1,0,5.67,3,1.3,0.5,0,1,0,NA,0,0,0,NA,0,3,1,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,2,0,2,2,"66.70%",6,0,0,0,"0.00%","100%","0.00%","0.00%",2,"0.00%","0.00%","0.00%",0,NA,0
"Zachary Corna","BUCKNELL",69,60.45,"B",70.3,72,65.4,57.8,3,1,2,42.4,0,3,5,5,0.19,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,1,1,0,1,1,"33.30%",5,0,0,0,"0.00%","0.00%","0.00%","0.00%",1.7,"0.00%","50.00%","0.00%",0,NA,0
"Kavon Miller","PRINCETON",60,60.31,"B",65.7,55.5,81.5,NA,8,6,1,56.3,0,1,5,7,0.22,1,1,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"11.10%",1,0,0,6,2,2,0,1,"50.00%",5,1,0,0,"0.00%","0.00%","50.00%","0.00%",2.5,"0.00%","0.00%","33.30%",0,NA,0
"Mike Polke","MERCER",41,60.14,"B",67.7,65.5,67.5,NA,2,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Taki Uluilakepa","MONTANA ST",47,60.1,"B",66.2,66,61.7,NA,4,1,1,39.6,0,0,0,17,0,1,0,0,NA,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,2,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"25.00%","0.00%","0.00%",0,NA,0
"Caleb Geronomi","RICHMOND",56,59.75,"C",69.1,69.8,64.4,NA,4,1,3,56.3,0,5.5,4,5.5,0.14,0,0,1,NA,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"20.00%",2,1,0,1,2,1,2,1,"50.00%",4,0,1,0,"0.00%","0.00%","0.00%","0.00%",2,"50.00%","25.00%","0.00%",0,NA,0
"Markell Redding","AUSTINPEAY",39,59.74,"C",65.9,64.4,65.4,NA,3,0,1,64.6,1,4,9,9,0.53,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,0,2,1,1,1,"100%",9,0,0,0,"0.00%","0.00%","0.00%","100%",9,"0.00%","33.30%","0.00%",0,NA,1
"Jacob Sekiyoba","CENT ARK",63,59.68,"C",61.6,57.7,68.1,NA,8,2,1,39.6,0,3.67,0,25,0,1,1,1,NA,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"20.00%",1,1,0,2,3,2,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","20.00%","20.00%",0,NA,0
"Tariq Hollinger","W GEORGIA",29,59.46,"C",67.6,67.1,64.9,59.7,2,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Kade Boyd","MONTANA",50,59.4,"C",64.9,62.6,68.4,NA,4,1,1,39.6,0,21,0,13,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,1,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Bryce Djossou","MORGAN ST",28,59.24,"C",67.4,68.5,60,58.3,2,1,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Carter Hanberry","SE LA",80,59.18,"C",65.9,73.1,47.7,58.5,14,4,3,86.7,0,6.33,6,7.4,0.47,3,1,0,NA,1,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,"6.70%",1,0,1,4,8,2,3,4,"80.00%",24,1,0,0,"0.00%","0.00%","20.00%","0.00%",4.8,"0.00%","0.00%","12.50%",1,NA,0
"Senquavious Alsobrooks","ELON",18,59.16,"C",71.5,72.6,60,NA,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,1,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Dedric Walker","BRYANT",65,59.1,"C",68,70.1,58.7,66.9,7,2,1,67.9,0,5.33,6.3,6.2,0.59,1,2,1,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"12.50%",1,0,0,2,3,1,1,3,"60.00%",19,1,1,0,"0.00%","0.00%","20.00%","0.00%",3.8,"20.00%","20.00%","0.00%",0,NA,0
"DJ Delmore","SE MO ST",39,59.04,"C",63.4,54,82.9,NA,6,1,4,39.6,0,2.67,7,19.8,0.32,0,2,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",3,0,0,1,2,2,0,1,"25.00%",7,0,0,0,"0.00%","0.00%","0.00%","0.00%",1.8,"0.00%","0.00%","33.30%",0,NA,0
"Dax Pregeant","MURRAY ST",32,59.02,"C",73.7,78,65.6,NA,8,2,2,79.2,0,10.25,2,-1,0.25,0,0,1,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"11.10%",0,0,0,2,1,0,1,1,"100%",2,0,0,0,"0.00%","100%","0.00%","0.00%",2,"0.00%","14.30%","0.00%",0,NA,0
"Nick Coates","CHATTNOOGA",15,58.99,"C",68.9,62.4,71.2,NA,2,0,1,0,0,3,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Felix Matos","LIUSHAR",60,58.98,"C",64.1,61.5,67.1,NA,3,1,1,0,0,11.5,0,0,0,0,0,0,NA,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,1,0,1,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","100%",0,NA,0
"Will Espy","MERCYHURST",22,58.9,"C",67.8,63.1,68.6,NA,2,0,0,0,0,8.5,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Jeremiah Lewis","SACR HEART",22,58.8,"C",74.6,74.4,66.8,NA,5,1,2,83.3,0,26,4,4,0.4,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,1,1,"100%",4,0,0,0,"0.00%","0.00%","0.00%","0.00%",4,"0.00%","0.00%","0.00%",0,NA,0
"Sekou Roland","ALBANY",18,58.62,"C",68.6,63.3,67.4,59.6,2,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Stephen Woods Jr.","TARLETON",45,58.58,"C",65.4,65.9,62.3,59.7,2,0,0,39.6,0,12,0,13,0,0,2,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0.00%",0,0,1,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Matthew McClelland","S ILLINOIS",32,58.17,"C",59.7,62,54.7,NA,6,3,0,0,0,5,0,0,0,2,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,3,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",0,NA,0
"Nick Vecchiarelli","E ILLINOIS",44,57.12,"C",59.5,54.5,74.6,59.7,7,1,1,39.6,0,4.75,0,33,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.50%",1,0,0,1,3,2,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","33.30%",0,NA,0
"Cameron Best-Alston","DARTMOUTH",57,56.96,"C",73.9,73.1,70.7,59.1,9,3,3,108.3,0,4.5,10,-6,0.77,1,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,1,0,3,1,0,1,1,"100%",10,1,0,0,"0.00%","0.00%","100%","0.00%",10,"0.00%","0.00%","0.00%",0,NA,0
"Brenden Toppin","VILLANOVA",60,56.69,"C",63.4,66.6,66.7,NA,2,0,0,39.6,0,9.5,0,8,0,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Sidoine Djimbou","ALBANY",25,56.14,"C",64.3,63.1,63.9,NA,6,2,1,39.6,0,9.75,0,12.5,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",1,0,0,2,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","14.30%","0.00%",0,NA,0
"Anthony Redfern","HOLY CROSS",20,55.79,"C",67.1,67.4,60,NA,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Quentin McDowell","CENT ARK",34,55.69,"C",70.2,61.8,84.8,58.7,5,1,2,79.2,0,0.5,2.7,-2.3,0.44,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,1,0,1,1,1,0,3,"100%",8,1,0,0,"0.00%","0.00%","33.30%","0.00%",2.7,"0.00%","0.00%","0.00%",0,NA,0
"Garrett Nichols","BROWN",62,55.58,"C",70.4,68.3,72,NA,5,3,0,97.9,0,7,10.7,10.3,0.74,2,0,0,NA,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,3,2,2,1,3,"75.00%",32,1,1,0,"2.30%","0.00%","25.00%","0.00%",8,"25.00%","0.00%","25.00%",0,NA,0
"Jamari Dickens","Argonauts",53,55.38,"C",63.7,66.1,57.5,NA,2,1,0,0,0,8,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",0,NA,0
"Kenny Langston","COLGATE",51,55.26,"C",66.1,64.5,66.9,NA,4,0,1,45.1,0,5.5,11,5.7,0.28,0,1,0,NA,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,2,2,1,1,"33.30%",11,1,1,0,"0.00%","0.00%","33.30%","0.00%",3.7,"33.30%","0.00%","0.00%",0,NA,0
"EJ Fisk","SE MO ST",28,54.91,"C",71.2,65.4,76.2,NA,7,4,0,95.8,0,7,7,4,0.58,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,4,0,0,0,1,"100%",7,0,0,0,"0.00%","0.00%","0.00%","0.00%",7,"0.00%","0.00%","0.00%",0,NA,0
"Josh Oluremi","VILLANOVA",25,54.55,"C",66,64.3,67.2,56.9,2,0,1,39.6,0,5,0,3,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Javon Bejarano","HOUCHR",69,54.52,"C",66.2,64.9,66.5,60,11,3,3,85.4,0,3.43,10,5,0.54,0,1,4,NA,1,0,1,50,2,0,0,0,1,0,1,0,0,1,0,0,"31.30%",3,2,1,3,5,1,0,2,"66.70%",20,2,0,0,"2.70%","0.00%","66.70%","0.00%",6.7,"0.00%","28.60%","50.00%",0,NA,0
"Brady Sorenson","UTAHTC",20,54.36,"C",90.1,89.5,63.9,NA,2,0,0,109.7,1,11,40,25,6.15,0,0,0,NA,0,0,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,2,"66.70%",80,2,0,0,"15.40%","0.00%","66.70%","33.30%",26.7,"0.00%","0.00%","0.00%",0,NA,1
"Steven Stephany","BUTLER",43,54.27,"C",65.4,68.2,54.1,NA,2,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Tye Holsey","GARD-WEBB",16,54.26,"C",63.3,71.9,49.8,NA,1,0,1,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,"50.00%",0,0,1,0,1,0,1,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","100%","0.00%",0,NA,0
"Xavier McIntyre","INDIANA ST",26,54.08,"C",67.6,64.9,65.9,NA,1,0,1,39.6,0,1,0,-1.5,0,0,2,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Chaz Katoanga","PORTLAND",28,53.77,"C",61.5,65.6,53.3,NA,3,1,1,0,0,5.5,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Nic Yatsko","INDIANA ST",33,53.55,"C",65.3,66.5,59.4,NA,2,0,1,39.6,0,-1,0,13,0,0,0,0,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Johnny Williamson","CORNELL",77,53.25,"C",66.1,58.5,70.7,73.5,7,2,2,70.1,0,3,3,4,0.22,0,1,0,NA,1,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,1,"12.50%",1,0,1,2,3,2,0,2,"66.70%",6,1,0,0,"0.00%","0.00%","33.30%","0.00%",2,"0.00%","0.00%","33.30%",0,NA,0
"Aundre Gibson","N ARIZONA",20,53.23,"C",65.4,64.4,62.9,59.2,1,1,0,39.6,0,0,0,11,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Tanner Huff","MONTANA",44,53.2,"C",58.5,57.6,60.5,NA,5,1,2,0,0,4,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,0,0,1,3,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Jeremiah McGill","MAINE",57,53.14,"C",58.9,55.4,60.3,69.5,5,0,2,50.9,0,3.75,7.3,8.6,0.81,0,3,1,NA,0,0,0,25,1,4,0,0,1,0,0,0,0,0,0,0,"16.70%",1,1,1,0,4,2,0,3,"42.90%",22,1,0,0,"0.00%","57.10%","14.30%","0.00%",3.1,"0.00%","20.00%","0.00%",1,NA,0
"Unknown Brown D30","BROWN",15,53.01,"C",64.2,64.2,60,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%",NA,NA,0,NA,0
"Alon Woodberry","TARLETON",16,52.9,"C",63.5,62.6,61.7,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%",NA,NA,0,NA,0
"Mark Hawkins Jr.","MERCYHURST",51,52.88,"C",70.7,62.3,71.9,79.7,5,2,1,102.8,0,0,8.7,7.7,0.76,1,0,0,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,"0.00%",1,1,1,2,1,1,1,3,"100%",26,1,0,1,"2.90%","0.00%","33.30%","0.00%",8.7,"0.00%","0.00%","0.00%",0,NA,0
"Braylon James","CORNELL",15,52.87,"C",63.8,63.7,60.3,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%",NA,NA,0,NA,0
"Wyatt Little","VALPO",25,52.78,"C",59.6,62.1,56.4,NA,6,2,3,0,0,4.25,0,0,0,0,0,1,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",3,0,0,2,3,1,1,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","14.30%","100%",0,NA,0
"Tim White","S DAKOTA",80,52.64,"C",64.7,58.1,73.6,NA,9,4,0,81.9,0,9.25,9,7.7,0.26,0,1,0,NA,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,4,3,2,0,1,"33.30%",9,1,0,0,"0.00%","0.00%","33.30%","0.00%",3,"0.00%","0.00%","0.00%",0,NA,0
"Brooks Esplin","MURRAY ST",16,52,"C",57.3,62.8,53.5,NA,2,0,0,0,0,13,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Dana Johnson Jr.","ALBANY",49,51.96,"C",74.7,71.7,73.1,NA,11,5,4,158.3,0,7,25.5,22.5,3.64,3,0,0,NA,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",2,0,0,5,1,1,2,2,"100%",51,1,0,0,"7.10%","0.00%","50.00%","0.00%",25.5,"0.00%","0.00%","0.00%",0,NA,0
"Khaled Rawls","IDAHO",19,51.88,"C",57.1,62.3,52.1,NA,2,1,0,0,0,12,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"DJ Dixon","N ALABAMA",25,51.87,"C",62.2,65.5,55.8,57.9,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Chance Sautter","STF AUSTIN",28,51.55,"C",61.8,64.5,56.1,NA,1,0,0,0,0,2,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","0.00%",0,NA,0
"Braylon Howard","CORNELL",69,51.5,"C",56.7,59.9,52.7,59,4,1,2,0,0,7.5,0,0,0,0,0,2,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"33.30%",2,1,0,1,3,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","40.00%","0.00%",0,NA,0
"Ashton Paine","MONTANA",23,51.48,"C",58.5,62.7,55.3,59.8,3,0,1,0,0,6.33,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,0,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","25.00%","0.00%",0,NA,0
