"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Pass.Break.Up","Drops...Off.Targets.Receptions.Forced","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Interceptions","Pass.Stop","Average.Depth.of.Tackle","Assist.Tackles.on.Run.Plays","Plays.of.15..Yards.Allowed","Pass.Tackle.for.Loss.or.No.Gain","Missed.Tackles.on.Pass.Plays","Touchdowns.Allowed","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Dropped.Int","Unblocked.Pass.Rush","Forced.Fumble","Beaten.Defender","Sacks","Fumble.Recovery","Pursuit.Pressure","Hits","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact","Batted.Passes","Interception"
"DEE NEWSOME","PURDUE",17,62.4,"B",66.1,65.6,60.5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"JAYLEN WATSON","IOWA",28,62.39,"B",67,66.6,61.1,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"KAYIN LEE","TENNESSEE",30,62.26,"B",66.6,66.7,60.3,60,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"DERRICK BARKSDALE","UCLA",64,62.25,"B",72.4,67.6,75.6,75.2,7,0,4,123.6,0,2,0.93,9.5,7.3,0,4,2,0,1,0,1,1,0,0,NA,0,0,1,0,0,1,0,0,0,0.125,0,0,0,1,0,3,3,3,4,0.667,38,2,0,0,1,0.024,0.167,0.333,0,6.3,0,0,0.143,8,0,6,0,0
"JA'KEEM JACKSON","LSU",23,62.17,"B",74.3,73.9,60.9,NA,1,0,0,74.3,1,0,0.75,6,15,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.667,12,0,1,0,1,0,0.333,0,0,4,0.333,0,0,1,0,1,0,0
"JAKWON MORRIS","ILLINOIS",37,62.17,"B",63.9,70.9,49.5,NA,2,0,0,39.6,1,0,0,0,22,0,0,6,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.667,0,4,0,2,0,0
"NAZIR WARD","SYRACUSE",33,62.15,"B",66.4,65.6,63.6,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"JAILEN DUFFIE","UCF",16,62.05,"B",65.5,65,60.6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MONTAE PATE","NWESTERN",51,62.02,"B",71.9,71,66.3,NA,6,1,0,69.6,0,1,0.6,7,8,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.6,21,1,1,0,1,0,0.2,0.2,0,4.2,0.2,0,0,6,0,5,0,0
"JC HART","UTAH",25,61.94,"B",66.2,65.7,61.8,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"DAQUWAN DUNN","ARIZONA ST",17,61.82,"B",66.3,65.8,60.3,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"DWIGHT BOOTLE II","ARIZONA",28,61.78,"B",73.6,71.6,68.7,NA,4,1,3,91.7,0,0,1.14,6,1.8,0,2,1,0,1,1,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.2,1,1,0,0,1,2,2,3,4,1,24,2,0,0,3,0.048,0.75,0.5,0,6,0,0,0.25,5,0,4,0,0
"MONTANA WARREN","ARIZONA ST",21,61.78,"B",66.3,65.7,54.4,66.1,2,1,1,39.6,0,1,0,0,10.5,0,1,0,1,0,0,0,0,1,0,NA,0,0,0,0,1,0,0,0,0,0.333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.5,0,3,0,1,0,0
"ELIJAH DAVIS","UTAH",21,61.63,"B",65.8,65.2,61.6,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"GENTRY WILLIAMS","GEORGIA",20,61.49,"B",65.6,64.9,61.8,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"AMIER BOYD","TEXAS TECH",57,61.4,"B",65.8,66.6,62.9,54.4,1,0,0,42.4,1,1,0.29,5,15.3,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0.333,10,1,1,0,0,0,0,0.167,0,1.7,0.167,0,0,1,0,1,0,0
"KALEB PATTERSON","KANSAS ST",40,61.21,"B",65.4,70.4,45.6,NA,NA,0,0,39.6,0,1,0,0,28,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"JAVAN ROBINSON","WISCONSIN",62,61.1,"B",73.7,73.2,67.6,NA,4,0,1,84.4,1,0,0.61,6.3,4.5,0,1,5,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,2,2,3,3,0.75,19,0,1,0,1,0,0.25,0,0,4.8,0.25,0,0.25,5,0,4,0,0
"KHMORI HOUSE","ARKANSAS",28,60.95,"B",73.8,71.2,71.2,58.7,2,1,1,95.8,0,0,0.41,7,-4,0,0,-2,0,0,0,0,0,0,1,NA,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,7,0,0,0,1,0,1,0,0,7,0,0,0,2,0,0,0,0
"JAHLIL HURLEY","KANSAS",17,60.79,"B",64.6,63.7,61.7,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"CANNON DEVRIES","BYU",19,60.68,"B",67.4,65.4,65.8,59.2,NA,0,0,39.6,0,2,0,0,4.7,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"JA'BRIL RAWLS","FLORIDA ST",68,60.55,"B",62.6,67.8,52,58.3,11,2,1,88.9,0,1,1.23,6,3.2,0,1,0,1,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,5,3,8,0.889,48,2,0,0,6,0,0.667,0.222,0,5.3,0,0,0,11,0,8,0,0
"CADEN HARRIS","GEORGIA",17,60.41,"B",64,63.3,60.9,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"JALEN TODD","KANSAS",18,60.27,"B",58.7,57.9,61.2,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"JUDAH JENKINS","MARYLAND",18,60.2,"B",63.3,64,61.2,56.8,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"ZEKE BERRY","MICHIGAN",35,60.13,"B",63.8,65.5,57.2,NA,6,2,3,104.2,0,0,1.13,9,-2.5,0,3,0,2,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,4,2,2,2,1,18,1,0,0,2,0.063,1,0.5,0,9,0,0,0,6,0,3,0,0
"AUDAVION COLLINS","PENN STATE",32,60.09,"B",67.6,66.6,65,NA,1,0,0,39.6,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"JAVION WHITE","HOUSTON",77,60.07,"B",73,59.2,81.6,87.6,4,0,4,129.5,1,1,2.41,35.3,20,0,2,2,0,2,0,2,1,0,0,NA,0,0,2,0,2,2,0,0,1,0.333,2,0,1,4,0,4,4,2,3,0.429,106,3,2,0,1,0.045,0.143,0.429,0,15.1,0.286,0,0.5,6,0,5,0,0
"RICKY FLETCHER","CAL",40,59.87,"C",62.3,77.7,28.9,NA,1,0,0,39.6,1,0,0,0,6.5,0,0,4,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0.667,0,3,0,3,0,0
"SCOOTER JACKSON","UCLA",82,59.86,"C",59.8,55.4,77.7,NA,5,0,3,72.9,1,1,0.84,14,14,0,0,7.5,0,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,1,3,0.5,42,2,1,0,2,0.04,0.333,0.333,0,7,0.167,0,0,5,0,3,0,0
"ZASHON RICH","KANSAS ST",40,59.71,"C",65.6,64.2,65.7,NA,2,0,0,39.6,0,2,0.47,9,9.5,0,0,8,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0.25,9,0,1,0,2,0,0.5,0,0,2.3,0.25,0,0,2,0,2,0,0
"AUSTIN ALEXANDER","KANSAS",19,59.53,"C",66,65.4,60.7,NA,1,0,0,39.6,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"JORDYN CRISS","BYU",33,59.49,"C",64.2,63.1,63.9,NA,1,0,1,42.4,1,2,0.16,3,5,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,2,1,1,0.333,3,0,1,0,2,0,0.667,0,0,1,0.333,0,0.5,2,0,2,0,0
"AYDAN WEST","MINNESOTA",31,59.41,"C",71.2,71.1,61.8,NA,1,0,0,42.4,0,1,0.24,4,1.3,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.333,4,0,0,0,1,0,0.333,0,0,1.3,0,0,0,1,0,0,0,0
"RJ COLLINS","KANSAS ST",18,59.4,"C",63,60.8,62.8,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"GARRICK DIXON","KANSAS ST",18,59.21,"C",62.8,60.4,62.9,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"TRYSTAN HAYNES","OKLAHOMA",19,59.11,"C",58,64,47.4,NA,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GRANT GRAYTON","KENTUCKY",49,58.66,"C",58.7,60.9,56.8,51.7,3,2,1,42.4,0,2,0.07,2,6,0,0,2,0,0,0,0,0,1,2,NA,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,2,3,2,0,1,0.333,2,1,0,0,1,0,0.333,0.333,0,0.7,0,0.5,0,4,0,2,0,0
"JAYLON BRAXTON","OLE MISS",71,58.64,"C",60.8,57.2,74.6,58.3,7,1,2,85.4,0,1,1.14,13.3,15.2,0,1,18.67,0,1,0,2,0,0,1,NA,1,1,0,0,0,0,0,0,0,0.222,1,1,0,0,1,4,4,1,3,0.6,40,1,1,0,0,0.029,0,0.2,0,8,0.2,0,0.333,9,0,3,0,0
"JORDAN SMITH","GEORGIA",17,58.35,"C",69.9,69.4,61.4,NA,2,0,0,53.5,1,0,2.43,17,20.7,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0.333,17,1,2,0,0,0.143,0,0.333,0,5.7,0.667,0,0,2,0,2,0,0
"DEUCE BLADES II","WAKE",42,58.33,"C",72.7,70,62,74.2,3,2,0,100,0,0,0.59,8,3,0,0,0,0,0,0,0,0,0,2,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,1,16,0,0,0,1,0,0.5,0,0,8,0,0,0,3,0,1,0,0
"SHAWN LEE JR.","PITTSBURGH",48,58.27,"C",72.4,72.3,61.6,NA,4,1,1,88.8,0,1,1.22,14.7,19.6,0,1,0,0,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0.6,44,2,1,0,1,0.028,0.2,0.4,0,8.8,0.2,0,0,4,0,3,0,0
"ELI BOWEN","OKLAHOMA",32,58.11,"C",69.1,68.1,65.6,NA,3,0,0,71.5,0,1,0.63,5,9.3,0,0,23,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.667,10,0,0,0,1,0,0.333,0,0,3.3,0,0,0,3,0,3,0,0
"RED MORGAN","ALABAMA",22,58.09,"C",73.3,71.5,70.7,57,2,0,2,100,0,0,0.89,8,8,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,8,0,0,0,0,0,0,0,0,8,0,0,0,2,0,2,0,0
"DEMELLO JONES","GEORGIA",17,58.06,"C",71.1,70.6,61.6,NA,NA,0,0,56.3,0,1,0.6,6,18,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,0.5,6,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,0,0,0,0
"JOSHUA CLARKE","VA TECH",27,57.3,"C",58.1,62.7,51.8,NA,1,0,0,39.6,0,1,0,0,18,0,0,6,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DARYUS DIXSON","PENN STATE",32,57.23,"C",72.1,71.9,61.3,NA,4,1,1,104.2,0,0,0.41,9,9,0,1,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,9,0,0,0,0,0,0,0,0,9,0,0,0,4,0,2,0,0
"ISAIAH MCMILLIAN","KENTUCKY",62,57.21,"C",65.8,63.5,72.6,NA,6,1,1,89.6,1,1,1.21,9.4,10.7,0,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,5,0.714,47,3,1,0,4,0,0.571,0.429,0,6.7,0.143,0,0,6,0,5,0,0
"JAE'ON YOUNG","CAL",16,57.16,"C",58.1,65,60.3,NA,NA,0,0,39.6,0,1,0,0,12,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"JUDGE COLLIER","S CAROLINA",33,57.1,"C",65.4,61.5,72.4,NA,4,0,2,79.9,0,1,0.89,8,4,0,1,14,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,2,0.667,16,1,0,0,1,0,0.333,0.333,0,5.3,0,0,0,4,0,3,0,0
"DANIEL HARRIS","CAL",35,57.02,"C",72.7,69,62.8,76.3,3,0,1,85.4,1,0,1.05,20,8,0,1,0,0,1,0,1,0,0,0,NA,0,0,1,0,0,1,0,0,0,0.25,0,0,0,1,0,1,1,2,1,0.5,20,1,1,0,1,0.053,0.5,0.5,0,10,0.5,0,0.333,4,0,3,0,0
"DARRELL CAREY","MARYLAND",29,56.97,"C",54.3,42.9,77.8,NA,2,0,2,42.4,0,1,0.5,5,6.3,0,0,-0.5,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,0,1,0.333,5,0,0,0,0,0,0,0,0,1.7,0,0,0,2,0,1,0,0
"EMMANUEL KARNLEY","WASHINGTON",54,56.86,"C",64,63.3,63.5,NA,4,1,1,78.5,2,1,1.45,7.5,3.7,0,1,0,0,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,5,5,3,6,0.667,45,3,2,0,4,0,0.444,0.333,0,5,0.222,0,0.2,5,0,5,0,0
"DANIEL COBBS","BAYLOR",48,56.62,"C",66.3,62.4,74.2,55.2,3,0,1,80.6,0,0,0.43,3.3,1,0,0,2.5,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,3,1,10,1,0,0,2,0,0.667,0.333,0,3.3,0,0,0,3,0,3,0,0
"CAM CALHOUN","OHIO STATE",27,56.45,"C",67.5,72.8,46.3,NA,1,0,0,43.8,1,1,0.59,10,19.7,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,1,2,1,0.333,10,1,1,0,0,0,0,0.333,0,3.3,0.333,1,0,2,0,2,0,0
"ROCK CALDWELL","UTAH",20,56.21,"C",58.8,58,60.7,NA,NA,0,0,39.6,0,2,0,0,18,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"TY REDMOND","TENNESSEE",34,56.03,"C",68.5,67.3,65.6,NA,1,1,0,56.3,0,0,0.26,6,3.5,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,6,0,0,0,2,0,1,0,0,3,0,0,0,1,0,0,0,0
"DJ BELL","UCF",23,55.91,"C",59.8,59.1,61.2,NA,1,1,0,39.6,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"TYWAN COX","ILLINOIS",33,55.78,"C",62.8,65.5,51.1,NA,5,1,0,56.8,1,4,2.08,25,24.7,0,0,0,1,1,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,1,4,3,3,2,0.286,50,2,1,0,1,0.042,0.143,0.286,0,7.1,0.143,0.5,0.2,7,0,3,0,0
"HUDAURI HINES","PURDUE",47,55.43,"C",67.3,64.2,73.2,NA,3,1,1,83.3,0,0,0.27,4,-1,0,1,10,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,8,0,0,0,2,0,1,0,0,4,0,0,0,3,0,1,0,0
"BRICE POLLOCK","TEXAS TECH",61,55.34,"C",64,63.6,65.7,55.4,3,0,0,69.8,1,1,0.66,12.5,10,0,0,14,0,1,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0.5,25,1,1,0,3,0.026,0.75,0.25,0,6.3,0.25,0,0,3,0,4,0,0
"SETH JOHNSON","IOWA STATE",36,55.09,"C",70.6,70.6,62.8,NA,1,0,1,81.3,0,0,0.67,3.5,-3.5,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,14,0,0,0,4,0,1,0,0,3.5,0,0,0,1,0,1,0,0
"GAVIN JENKINS","AUBURN",18,54.54,"C",68.5,68.1,60.8,NA,3,0,0,56.3,0,0,0.67,6,0.5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,6,0,0,0,1,0,0.5,0,0,3,0,0,0,3,0,4,0,0
"ERIC FLETCHER JR.","WISCONSIN",16,54.25,"C",57.9,57.1,60.1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"CAYDEN DANIELS","VANDERBILT",26,53.35,"C",64.8,61.7,70.1,NA,5,1,2,109.7,0,0,1.94,10.3,6,0,0,3.5,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,3,1,31,1,0,0,1,0,0.333,0.333,0,10.3,0,0,0,5,0,5,0,0
"WARREN ROBERSON","TEXAS",37,53.23,"C",69.3,67.6,68.1,NA,3,0,0,77.1,0,1,0.78,7,5,0,0,15,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.667,14,0,0,0,3,0,1,0,0,4.7,0,0,0,3,0,1,0,0
"JAHEIM SINGLETARY","IOWA STATE",26,52.71,"C",59.7,59.1,61.2,NA,2,0,2,72.9,0,1,0.61,5.5,11.7,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.667,11,0,0,0,2,0,0.667,0,0,3.7,0,0,0,2,0,2,0,0
"BRANDON FINNEY JR.","OREGON",66,52.47,"C",67.3,62.2,70.7,60,8,2,0,97.9,0,0,0.94,10.7,11.3,0,0,5.5,1,1,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,2,3,3,1,3,0.75,32,1,1,0,1,0.029,0.25,0.25,0,8,0.25,0,0.167,9,0,4,0,0
"DYLAN ROBINSON","WASHINGTON",58,51.69,"C",58.9,66.8,30.2,NA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,NA,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.5,5,0,2,0,0
"JORDAN SCRUGGS","MARYLAND",27,51.53,"C",63.4,62.7,61.6,NA,NA,0,0,47.9,0,1,0.92,5.5,6.8,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,1,2,0.4,11,0,0,0,1,0,0.2,0,0,2.2,0,NA,NA,NA,0,0,0,0
"RYLAND GANDY","INDIANA",63,51.52,"C",65.8,68.7,53.8,60,6,1,2,102.8,0,0,1.79,10.4,8.5,0,2,7,1,1,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.143,0,1,0,0,1,3,2,2,5,0.833,52,4,1,0,5,0.035,0.833,0.667,0,8.7,0.167,0.333,0,6,0,3,0,0
"TRE BELL","MICH STATE",42,51.17,"C",58.8,52,70.1,73.6,3,0,3,111.1,0,2,1.6,13.3,13.2,0,2,-5,0,1,0,0,1,0,0,NA,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,4,4,1,3,0.5,40,2,1,0,2,0.04,0.333,0.333,0,6.7,0.167,0,0,3,0,3,0,0
"JABARI MACK","LOUISVILLE",57,51.17,"C",64.4,65,72.9,NA,3,1,2,144.4,2,0,2.19,17,14.5,0,1,2,1,2,0,0,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,4,0.667,68,3,2,0,4,0.065,0.667,0.5,0,11.3,0.333,0,0,3,0,1,0,0
"JAMES CHENAULT JR.","UTAH",25,51.16,"C",64.4,62.4,68.8,58.1,3,0,2,93.8,0,0,0.76,6.5,0.5,0,1,-2,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,1,13,1,0,0,2,0,1,0.5,0,6.5,0,0,0,3,0,3,0,0
"J'VARI FLOWERS","FLORIDA",35,50.98,"C",63.3,62.4,64.7,60,6,4,0,130.6,0,1,1.04,12,12.3,0,0,0,1,1,0,1,1,0,3,NA,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,4,2,2,1,2,0.667,24,1,0,0,0,0.043,0,0.333,0,8,0,0,0.167,6,0,3,0,0
"KEYSHAWN ROBINSON","W VIRGINIA",23,50.79,"C",68.2,67.9,60.7,NA,1,0,0,75,1,0,0.94,15,12.5,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,15,1,1,0,2,0.063,1,0.5,0,7.5,0.5,0,0,1,0,1,0,0
