"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Total.Tackles","Assistant","Stops","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Average.Depth.of.Tackle","Pursuit.Pressure","Run.Tackle.for.Losss.or.No.Gain","Pass.Rush.Productivity","Passer.Rating.Allowed","Average.Depth.of.Target.per.Coverage","Yards.per.Reception.Allowed","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Unblocked.Pass.Rush","Drops...Off.Targets.Receptions.Forced","Sacks","Missed.Tackles.on.Pass.Plays","Beaten.Defender","Plays.of.15..Yards.Allowed","Hits","Pass.Tackle.for.Loss.or.No.Gain","Lined.up.in.Press.Coverage","Batted.Passes","Pass.Break.Up","Forced.Fumble","Interceptions","Touchdowns.Allowed","Fumble.Recovery","Dropped.Int","Missed.Tackle.Percentage","Run.Stop","Pass.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact"
"BRAYDON BRUS","NWESTERN",64,49.03,"C",64.9,66.8,76.4,56.5,9,2,3,2,1,4.5,0,1,0,78.5,-0.7,7.5,0.52,0,0,1,0,0,2,0,0,0,NA,0,0,0,0,0,0,0,0.1,3,0,1,0,0,2,7,2,1,2,0.667,15,0,0,0,0,0,0,0,0,5,0,0.111,0,10,0,7
"BRYCE COWAN","VANDERBILT",30,49,"C",69.3,55,NA,77.5,6,1,3,0,0,1.67,0,0,NA,0,25,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,2,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,4
"FRANK CUSANO","WAKE",32,48.78,"C",69.4,69.5,59.2,64.3,5,1,3,1,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
"JOHNATHAN HALL","UTAH",40,48.72,"C",73.3,74,55.9,70.4,4,2,2,2,0,2,0,0,0,79.2,-1,3,0.14,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3
"BRAYLAN LOVELACE","PITTSBURGH",55,48.7,"C",79.3,72.7,47.7,84.1,5,2,2,1,1,0,1,1,7.1,2.8,7,0,0,1,0,1,0,2,0,0,0,0,NA,0,0,0,1,0,0,0,0.375,2,0,1,1,1,2,4,1,2,1,0.333,0,0,0,0,1,0,0.333,0,0.333,0,0,0.25,0.5,8,0,4
"TREY REYNOLDS","UTAH",39,48.2,"C",70.4,81.2,54.6,60.7,10,1,6,1,0,4,0,0,0,100,1.3,8,1.45,0,0,0,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,4,2,1,0,0,1,2,2,1,4,1,32,2,0,0,0,0.045,0,0.5,0,8,0,0,0,10,0,7
"ISAIAH PATTERSON","W VIRGINIA",50,48.13,"C",53.1,72.6,64.2,38.3,11,4,3,4,0,4.2,0,0,0,101.3,2.2,19.7,2.46,0,0,2,0,1,0,2,1,0,NA,0,0,0,0,0,0,0,0.083,2,1,0,0,1,4,6,4,2,3,0.6,59,2,0,0,5,0.083,1,0.4,0,11.8,0,0,0.333,12,0,7
"JEREMIAH ALEXANDER","CLEMSON",41,47.72,"C",57.5,52.9,63,62.8,8,2,3,2,2,4.33,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.2,3,0,1,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,10,0,3
"BRAYLON OUTLAW","GA TECH",27,47.56,"C",73.6,69.1,56.9,72,5,0,5,0,2,2.75,1,0,25,79.2,-7,-1,-0.17,0,1,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,0.286,4,1,1,1,2,0,2,0,1,1,1,-1,0,0,0,0,0,0,0,0,-1,0,0.333,0,7,0,7
"TREY REDDICK","MARYLAND",36,47.48,"C",66.6,60.8,55.8,69.3,7,3,1,3,1,0,0,0,0,62.5,9.5,9,0.56,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.125,0,1,0,0,0,3,2,0,0,1,0.5,9,0,0,0,0,0,0,0,0,4.5,0,0.25,0,8,0,6
"ALEXANDER KILGORE","SMU",46,47.44,"C",64.6,56.2,69.4,66.4,6,0,2,0,0,6,1,0,33.3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
"ANTOINE DESLAURIERS","SYRACUSE",56,47.29,"C",61.9,57.9,54,72.5,8,3,3,2,2,5.33,0,1,12.5,67.1,1.2,19,1.65,1,1,2,0,1,0,1,0,1,NA,0,1,0,0,0,0,0,0.273,2,1,2,1,1,3,8,2,3,2,0.4,38,1,1,0,3,0.043,0.6,0.2,0,7.6,0.2,0.286,0.25,11,0,7
"KEATON THOMAS","OLE MISS",56,47.12,"C",67,63.9,64.5,64.2,6,1,3,0,0,3.33,2,1,15,118.8,3,19,0.95,1,2,0,1,1,1,1,0,0,NA,0,0,0,0,0,0,0,0.143,1,2,1,3,4,1,5,2,2,1,1,19,1,0,0,0,0.05,0,1,0,19,0,0,0.25,7,0,3
"AJ TUITELE","CAL",26,46.94,"C",71.6,62.8,69.6,67.2,3,2,0,0,0,0,1,0,16.7,56.3,2.5,5,0.28,2,0,1,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0.5,5,0,0,0,2,0,1,0,0,2.5,0,0,0,3,0,1
"PEYTON SEELMANN","N CAROLINA",42,46.88,"C",70.7,62.1,NA,71.8,8,2,2,2,0,5.67,0,0,NA,79.2,-4,3,0.13,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0,1,1,1,3,0,0,0,1,0,1,0,0,3,0,0,0,8,0,2
"DANTE MCCLELLAN","MISSOURI",21,46.83,"C",70.3,72.3,59.6,63.8,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"MAVERICK BARANOWSKI","MINNESOTA",55,46.57,"C",61.7,57.7,69.7,59.6,5,3,2,1,0,2,0,0,10,89.6,17.5,22,0.63,2,2,1,0,0,2,1,1,0,NA,0,0,0,0,0,0,0,0,1,1,0,1,2,3,3,2,3,1,0.5,22,1,0,0,1,0.029,0.5,0.5,0,11,0,0,0,5,0,1
"KAM ROBINSON","VIRGINIA",43,46.52,"C",73.3,80.8,60,49,7,0,4,0,0,2.14,0,3,50,158.3,21,29,2.23,0,1,0,0,0,0,1,1,0,NA,0,0,0,0,1,0,0,0,4,0,3,1,2,0,1,1,0,1,1,29,1,0,0,0,0.077,0,1,0,29,0,0,0,7,0,8
"JAYDEN MONTGOMERY","IOWA",21,46.35,"C",77.7,81.2,59.5,64,2,1,1,1,0,2,0,0,0,56.3,5,1,0.09,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0.5,0,0,0,2,0,1
"JA'QUAVION SMITH","ARKANSAS",51,46.19,"C",42.9,39.2,69,48.4,7,2,3,2,1,3.25,0,1,18.8,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.125,2,1,1,1,2,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,8,0,4
"ISMAEL KANTE","ILLINOIS",49,46.01,"C",66.3,72,78.7,61.2,5,2,2,0,0,1,0,0,16.7,118.8,3.3,13.3,1.43,2,1,0,0,0,1,1,1,1,NA,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,2,1,3,1,40,2,0,0,0,0.036,0,0.667,0,13.3,0,0,0,5,0,5
"NICK RINALDI","VANDERBILT",66,45.9,"C",69.3,69.1,69.3,59,6,0,4,0,0,4.67,0,0,12.5,118.8,6.5,17.5,1.75,0,2,0,1,0,1,1,1,0,NA,0,1,0,0,0,0,0,0,1,3,0,1,3,0,4,3,2,2,1,35,2,1,0,2,0.05,1,1,0,17.5,0.5,0,0,6,0,4
"ACE KAUFUSI","BYU",15,45.85,"C",69.1,73.2,55.8,60.6,3,0,3,0,0,2,0,1,6.3,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
"VINCENT SHAVERS JR.","NEBRASKA",29,45.76,"C",70.4,75.2,56.7,64.2,3,3,0,3,0,0,0,0,0,93.8,0,6.5,1.08,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,13,0,0,0,0,0,0,0,0,6.5,0,0,0,3,0,1
"DK GILLEY","RUTGERS",31,45.56,"C",73,73.2,58.4,67.6,6,1,3,0,0,2.75,0,1,0,79.2,3,2,0.18,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,6,0,3
"E.J. LIGHTSEY","GA TECH",29,45.05,"C",77.3,77.2,59.5,67.3,5,1,2,1,0,-2,0,1,0,91.7,-4,6,0.75,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,6,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3
"ROBERT EDMONSON","ILLINOIS",18,44.98,"C",83.6,77.8,67.1,71.4,2,1,1,0,0,1,0,0,16.7,87.5,-1,5,0.71,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,5,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1
"ISAIAH JONES","INDIANA",58,44.96,"C",64.9,70.2,61.7,58.6,6,0,4,0,1,2.83,0,2,16.7,27.1,6.3,11,0.81,0,2,1,0,1,0,0,2,0,NA,0,0,0,1,0,0,0,0.25,4,0,2,0,2,0,5,3,1,2,0.5,22,1,0,0,0,0,0,0.25,0.25,5.5,0,0.143,1,8,0,6
"DAMAINE WILSON","CINCINNATI",37,44.88,"C",69.2,92.3,64.8,51.7,6,3,0,2,0,1.5,0,0,0,118.8,15,14,0.78,1,0,0,0,1,1,0,0,0,NA,0,0,1,0,0,0,0,0.143,0,0,0,0,0,3,3,2,0,1,1,14,1,0,0,0,0,0,1,0,14,0,0,0.333,7,0,3
"KENDALL JOHNSON","DUKE",28,44.79,"C",74.8,72.7,82.9,56.5,2,0,1,0,0,1,1,0,37.5,39.6,-8,0,0,0,0,1,0,2,1,0,0,0,NA,0,0,0,0,0,1,0,0.5,1,0,0,3,3,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.667,4,0,5
"C.J. GAMBLE","GA TECH",17,44.76,"C",90.5,53.2,NA,92.8,1,0,1,0,0,6,0,0,NA,0,5,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FLETCHER COTHRAN","CLEMSON",15,44.69,"C",74.9,70.9,67.8,60.3,2,0,1,0,0,3,0,0,10,0,0,0,0,0,1,0,0,0,1,0,1,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"LIONA LEFAU","COLORADO",40,44.64,"C",66.5,64.5,60,65.3,7,3,1,1,0,5.5,0,0,0,79.2,2,3,0.33,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4
"ETHAN WESLOSKI","OKLA STATE",25,44.2,"C",81.5,71.7,57.2,77.8,3,1,2,1,0,0,0,0,0,79.2,-1,3,0.19,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,1,3,0,0,0,1,0,1,0,0,3,0,0,0,3,0,2
"ISAIAH CHISOM","OKLA STATE",17,44.02,"C",75.9,78.1,57.8,63.9,4,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
"CINCERE JOHNSON","OHIO STATE",19,44.02,"C",69.3,69.1,NA,61.9,3,1,2,1,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
"JUSTIN WILLIAMS","GEORGIA",31,43.92,"C",69.7,68.7,61.1,66.9,4,0,2,0,0,1,0,0,16.7,72.9,4,5.5,0.69,0,2,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,2,0.667,11,0,0,0,3,0,1,0,0,3.7,0,0,0,4,0,4
"MAX CARROLL","TCU",50,43.91,"C",66,77.4,54.8,56,3,2,1,2,0,0,0,1,0,95.8,17,46,2.19,0,1,1,0,0,0,1,0,0,NA,0,1,0,0,0,0,0,0,1,0,1,1,1,2,3,2,1,1,0.5,46,1,1,0,0,0.048,0,0.5,0,23,0.5,0,0,3,0,1
"KALEB BURNS","BAYLOR",33,43.86,"C",66.3,75.4,54.5,58.8,4,3,1,2,0,4,0,0,0,59,13.7,21,1.4,1,0,1,0,1,0,1,0,0,NA,0,1,0,0,0,0,0,0.2,1,0,0,0,0,3,2,2,1,1,0.333,21,1,1,0,0,0.067,0,0.333,0,7,0.333,0,0.5,5,0,2
"TRISTAN JERNIGAN","CAL",31,43.8,"C",68.2,75.7,63.6,52.9,3,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
"TAARIQ AL-UQDAH","WASHINGTON",24,43.79,"C",65.7,70.5,NA,59.2,5,3,1,1,0,9,0,0,NA,87.5,2,7.3,1.57,2,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,3,0.75,22,0,0,0,0,0,0,0,0,5.5,0,0,0,5,0,1
"JAYDEN JENNINGS","UCF",28,43.58,"C",69.4,79.5,58.9,56,4,1,3,1,0,-0.33,0,3,0,85.4,-2.5,20,1.33,0,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,3,0,3,0,0,1,1,1,0,1,0.5,20,1,0,0,1,0.067,0.5,0.5,0,10,0,0,0,4,0,3
"ROBERT WOODYARD JR.","MISSOURI",55,43.45,"C",59,64.1,55.7,55.6,5,2,2,1,0,5.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
"NOLAN DELONG","IOWA",19,43.45,"C",74,65.8,59.2,71.8,3,1,2,0,0,5,0,0,0,70.1,1.7,4,0.62,1,0,1,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2,0.667,8,0,0,0,0,0,0,0,0,2.7,0,0,0,3,0,2
"JACK PARIS","ILLINOIS",20,43.37,"C",80.9,78,78.3,64.3,4,0,2,0,0,0,0,1,0,104.2,6,9,1,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,9,1,0,0,0,0,0,1,0,9,0,0,0,4,0,4
"THOMAS HEIBERGER","WISCONSIN",26,42.77,"C",69.1,64.2,88.9,53.8,1,1,0,1,0,0,0,0,25,89.6,0.5,5.5,0.92,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,1,11,0,0,0,0,0,0,0,0,5.5,0,0,0,1,0,0
"TYLER LOCKHART","MISS STATE",80,42.61,"C",62.6,69,54.8,59.7,10,4,3,1,1,2.25,0,1,0,88.5,-0.5,7.7,0.58,3,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.091,3,0,1,0,0,4,5,3,1,3,0.75,23,3,0,0,0,0,0,0.75,0,5.8,0,0.167,0,11,0,6
"REX VAN WYHE","KANSAS ST",22,42.58,"C",69.8,69,59.5,64.3,3,1,1,0,0,3.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"BEN ROBERTS","TEXAS TECH",70,42.55,"C",62.4,77.5,68.8,47.8,13,3,3,2,0,3,0,0,8.3,144.4,3,11,1.57,1,0,1,0,1,1,1,0,0,NA,0,0,0,0,1,0,0,0.071,3,0,0,1,1,3,5,4,0,5,0.833,55,3,0,0,4,0.029,0.667,0.5,0,9.2,0,0,0.167,14,0,7
"JALEN SMITH","MISS STATE",84,42.16,"C",56.8,54.5,53.9,60.1,9,4,2,3,3,9.5,0,0,0,20.8,10.8,8,0.36,1,0,1,0,2,0,0,0,0,NA,0,0,0,1,0,0,0,0.357,0,2,0,0,0,4,8,4,2,2,0.5,16,1,0,0,0,0,0,0.25,0.25,4,0,0.375,0.333,14,0,10
"DANIEL WINGATE","MARYLAND",67,41.82,"C",56.5,75.9,54.3,43.9,14,4,5,3,1,2.57,0,2,6.3,158.3,0.4,15.3,3.24,1,1,1,0,2,0,3,0,0,NA,0,0,0,0,1,0,0,0.176,4,1,2,1,1,4,7,5,0,7,0.875,107,3,0,0,0,0.091,0,0.375,0,13.4,0,0.091,0.333,17,0,7
"SIMEON COLEMAN","CINCINNATI",19,41.76,"C",72.6,76,56.8,62.8,3,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
"NICK MORRIS JR.","DUKE",19,41.66,"C",72,60.7,NA,73.4,6,1,4,0,0,2,0,1,NA,79.2,-6,3,0.3,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,1,1,0,0,1,1,0,1,1,1,3,0,0,0,1,0,1,0,0,3,0,0,0,6,0,3
"JOEY GERLACH","MINNESOTA",45,41.57,"C",68,93.3,59.9,46.2,8,1,1,1,0,4,0,0,8.3,95.8,8.5,10,1.25,0,1,1,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,3,0,3,0.75,30,1,0,0,4,0.042,1,0.25,0,7.5,0,0,0,8,0,6
"CAMERON THOMAS","ILLINOIS",16,41.56,"C",90.7,63.5,61.3,80.6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NOAH MIKHAIL","TEXAS A&M",47,41.34,"C",66.5,76.8,58.8,53.6,5,2,3,2,0,0.67,0,2,0,118.8,4,22,1.29,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,3,0,2,0,0,2,2,1,0,1,1,22,1,0,0,1,0.059,1,1,0,22,0,0,0,5,0,2
"DEVEN BRYANT","USC",72,41.06,"C",56.1,54,53.8,59.8,10,5,3,4,2,2.67,0,0,0,105.2,1.8,13,1.03,1,0,1,0,0,0,2,0,0,NA,0,0,0,0,0,0,0,0.167,2,1,0,0,0,5,8,3,2,3,0.75,39,2,0,0,3,0.053,0.75,0.5,0,9.8,0,0.222,0,12,0,7
"BRYCE DEAS","AUBURN",29,41.01,"C",55.2,71.9,NA,49.2,4,1,3,1,1,1.33,1,1,NA,56.3,0.5,6,0.6,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.2,3,0,1,1,1,1,2,1,0,1,0.5,6,0,0,0,2,0,1,0,0,3,0,0.2,0,5,0,4
"ALEX TATSCH","PENN STATE",33,40.89,"C",67.5,59.4,57,73.2,4,0,4,0,0,3.5,0,0,12.5,91.7,5,6,0.86,0,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,1,1,1,6,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3
"TARVOS ALFORD","OHIO STATE",27,40.83,"C",81,75.8,68.5,70.1,NA,0,0,NA,NA,0,0,NA,0,42.4,4.7,0,0,NA,0,1,0,NA,1,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,1,1,0.333,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,2
"DAYMION SANFORD","TEXAS A&M",24,40.82,"C",66,62.8,NA,65,4,1,1,1,1,10,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5,0,3
"CHRIS COLE","GEORGIA",37,40.67,"C",63.1,77.4,65,50.4,6,1,2,0,0,5,1,0,7.7,118.8,17,22,1.38,1,1,0,1,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,1,2,1,2,1,1,1,1,22,1,0,0,1,0.063,1,1,0,22,0,0,0,6,0,5
"GAVIN NIX","OREGON",28,40.61,"C",70.2,76.1,59.1,62.4,3,0,2,0,0,2,1,1,0,67.7,6.8,11.5,1.44,0,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,1,1,2,0.5,23,0,0,0,2,0.063,0.5,0,0,5.8,0,0,0,3,0,3
"QB REESE","ALABAMA",17,40.6,"C",75.1,79.1,59.2,62.9,4,1,2,1,0,2,0,0,0,79.2,-3,3,0.38,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.2,1,1,0,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0.333,5,0,2
"MELVIN JORDAN IV","GA TECH",28,40.14,"C",70.2,63.2,58.9,73,5,0,4,0,0,1.5,0,1,0,79.2,-3,2,0.4,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,1,1,0,0,0,3,0,1,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,5,0,4
"JON JON KAMARA","WISCONSIN",24,39.99,"D",73,62.3,68.4,71.7,2,0,1,0,0,6,0,0,0,39.6,-3,0,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"BAILEY BENSON","NC STATE",34,39.87,"D",49,69.2,54,51.1,6,3,1,3,0,0,0,0,0,79.9,3.7,8,0.76,0,0,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.143,0,1,0,0,0,3,4,2,0,2,0.667,16,0,0,0,0,0,0,0,0,5.3,0,0,0.25,7,0,3
"BRANDON BOOKER","SMU",49,39.64,"D",62.8,58.4,63.5,63.7,1,1,0,1,0,0,1,0,8.3,39.6,2,0,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AARON HAMPTON","CAL",24,39.6,"D",65.6,83.1,59.4,44,5,2,3,2,0,1.67,0,1,0,139.6,2.3,8,2.67,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,3,0,1,0,0,2,2,2,0,3,1,24,2,0,0,3,0,1,0.667,0,8,0,0,0,5,0,2
"ELIJAH BARNES","KENTUCKY",53,39.12,"D",53.8,50.4,68,58.1,7,2,2,0,1,3.67,0,1,22.7,109.4,7.8,14.3,1.72,2,2,1,0,0,0,2,0,0,NA,0,0,0,0,0,0,0,0.125,1,1,1,5,5,2,7,3,2,3,0.75,43,2,0,0,3,0.08,0.75,0.5,0,10.8,0,0.25,0,8,0,7
"BENJAMIN PERRY","LOUISVILLE",30,38.94,"D",74.6,80.9,58.9,63.3,4,1,2,0,0,4,0,0,0,83.3,-1,4,0.33,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.2,1,1,0,0,0,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,4,0,0,0.333,5,0,3
"OWEN LONG","ARIZONA ST",75,38.79,"D",68.9,54.4,64.1,76.2,9,2,1,1,3,8.6,0,0,50,39.6,6,7.8,0.89,1,0,2,0,1,0,1,0,0,NA,0,0,0,1,0,1,0,0.308,1,0,0,1,1,2,9,3,2,4,0.667,31,2,0,0,0,0.029,0,0.333,0.167,5.2,0,0.333,0.25,13,0,8
"JAKE CLIFTON","BYU",31,37.7,"D",57.1,65.9,58.8,60,3,0,0,0,0,19,0,0,0,39.6,13.5,0,0,0,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,3,0,2
"FILIP MACIOROWSKI","CINCINNATI",21,37.19,"D",64.5,69.9,68.5,63.3,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"CYRUS POLU","UTAH",27,37.02,"D",70.1,66.3,81.4,47.8,3,0,2,0,0,0,0,0,16.7,118.8,-2,19,3.17,0,1,0,2,0,1,1,0,0,NA,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,1,1,19,1,0,0,0,0.167,0,1,0,19,0,0,0,3,0,3
"AARON CHILES","FLORIDA",54,36.99,"D",62.3,72.3,50.5,58.5,6,1,3,1,1,3.67,2,0,0,118.8,13.5,15.5,1.07,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0.143,3,0,0,2,2,1,3,2,0,2,1,31,1,0,0,1,0.035,0.5,0.5,0,15.5,0,0.2,0,7,0,4
"WINSTON BERGLUND","PURDUE",22,36.7,"D",56.3,64.7,66.7,43.4,3,1,1,1,0,16.5,0,0,25,116.7,7,12,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,1,1,12,0,0,0,0,0,0,0,0,12,0,0,0,3,0,2
