"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","row_id"
"KEYSHAWN BURGOS","PURDUE",36,48.47,"C","ED",2026,"Big Ten",72.6,68.2,69.2,NA,0,0,1,0,0,1,3,4,1,0,0,0,0,0,0,0,2,1,0,20,0.15,0.2,10,16,4,0,0.063,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,"P4",35,NA,35
"SAHIR WEST","UCLA",56,48.42,"C","ED",2026,"Big Ten",73.7,70.2,64.7,65.7,0,1,0,0,0,0,5,5,2,0,0,0,2,0,0,2,0,1,0,32,0.156,0.156,7.8,22,8,0,0.091,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",189,NA,189
"JAHIEM LAWSON","CLEMSON",47,48.24,"C","ED",2026,"ACC",73.4,71.8,67.6,62.6,0,0,1,0,0,1,2,3,2,0,0,0,0,1,0,0,1,3,1,18,0.222,0.167,8.3,22,3,0.045,0.182,1,7,0,0,0,0,0,0,0,0,0,0,0,0.714,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,1,1,0,3,0,0,0,0,0,4,4,0,1,0,"P4",17,NA,17
"TJ BUSH JR.","MINNESOTA",31,47.48,"C","ED",2026,"Big Ten",62.5,68.5,58,65.3,0,1,0,0,0,2,2,4,1,0,0,0,1,0,0,2,1,1,1,24,0.083,0.167,8.3,7,0,0,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"P4",118,NA,118
"EDWIN KOLENGE","VANDERBILT",47,47.31,"C","ED",2026,"SEC",64.1,70,60.5,61,0,2,2,0,0,1,2,3,0,0,0,0,0,0,0,0,1,2,4,17,0.118,0.176,8.8,27,1.67,0.111,0.296,3,3,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0.167,2,2,0,0.167,3,2,1,0,0,0,6,6,0,0,0,"P4",16,NA,16
"QUA RUSSAW","OHIO STATE",23,47.07,"C","ED",2026,"Big Ten",77.2,76.3,66.6,60.3,0,1,1,0,0,1,1,2,1,0,0,0,0,1,0,1,0,1,0,10,0.2,0.2,10,11,-4,0,0.273,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,1,0,1,1,0,0,0,0,2,2,0,0,0,"P4",81,NA,81
"ADAM TRICK","TEXAS TECH",51,46.86,"C","ED",2026,"Big 12",74.3,80,68.4,60,0,1,2,1,0,0,2,3,0,0,0,2,0,1,0,1,0,2,2,28,0.071,0.107,7.1,23,3,0.043,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,0.25,1,1,1,0,1,1,0,1,0,0.5,4,4,0,0,1,"P4",38,NA,38
"JACOB LANE","WASHINGTON",36,46.82,"C","ED",2026,"Big Ten",66.6,71.3,65.3,60,0,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,2,3,2,12,0.167,0.333,16.7,23,3,0.043,0.174,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,1,1,0,0,2,1,0,0,0,0,3,3,0,0,0,"P4",78,NA,78
"ANTHONY SMITH","MINNESOTA",38,46.45,"C","ED",2026,"Big Ten",72.7,66.6,64.8,65.2,1,2,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,28,0.071,0.071,5.4,9,0,0,0.111,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,1,0,0,3,3,1,0,0,"P4",31,NA,31
"DOM NICHOLS","MICHIGAN",17,46.36,"C","ED",2026,"Big Ten",58.4,66.2,63.2,60,0,0,2,1,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,7,0.143,0.286,21.4,9,-3,0,0.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,1,0,1,0,0,1,0,0,2,2,0,0,0,"P4",149,NA,149
"JUSTIN HILL","ALABAMA",17,45.94,"C","ED",2026,"SEC",69.5,71,60.5,NA,0,0,2,1,0,0,1,2,0,0,0,0,0,1,0,2,0,2,0,11,0,0.182,13.6,6,-0.5,0,0.333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,0,0,1,1,0,2,0,0,1,0,0,3,3,0,0,0,"P4",201,NA,201
"LANCE HOLTZCLAW","UTAH",28,45.21,"C","ED",2026,"Big 12",87.1,82.7,75.1,60,0,1,2,0,0,0,2,2,1,0,0,0,0,1,0,0,1,3,0,18,0.111,0.111,5.6,9,0,0,0.444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,1,2,1,0,2,1,0,0,0,0,3,3,0,0,0,"P4",50,NA,50
"KENNY SOARES JR.","MICH STATE",53,44.46,"C","ED",2026,"Big Ten",58.4,51.5,70.6,50.1,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,1,2,6,21,0.191,0.143,7.1,28,0,0.143,0.179,4,4,1,1,8,8,0,1,0,0,100,2,0,0.5,0,0,0,1,0,0,0,1,0,8,5,0,1,0,1,0,0,0,1,0,0,2,0,0,1,3,3,0,0,1,"P4",53,NA,53
"KEN TALLEY","UCF",53,43.95,"C","ED",2026,"Big 12",79.2,66.8,81.6,61.2,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,2,0,27,0.222,0.037,1.9,21,7,0,0.048,0,5,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",64,NA,64
"DAVID AFOGHO","W VIRGINIA",20,43.75,"C","ED",2026,"Big 12",65.5,57.8,66.7,62.1,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1,11,0.091,0.182,13.6,8,0,0.125,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3,0.25,2,0,0,0.5,0,1,1,1,0,0,4,4,1,0,0,"P4",93,NA,93
"FISHER CAMAC","VIRGINIA",57,43.54,"C","ED",2026,"ACC",68.9,75.3,51.7,NA,0,2,6,0,0,0,2,2,1,0,0,0,0,1,0,1,1,6,2,22,0.045,0.091,4.5,35,2.75,0.029,0.171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,10,0.091,2,6,1,0,8,2,0,0,0,1,11,11,0,0,1,"P4",39,NA,39
"MARQUES WHITE","SMU",42,43.11,"C","ED",2026,"ACC",76.8,67.5,76.2,NA,0,1,1,0,0,0,3,3,2,0,0,0,0,1,0,1,0,4,2,19,0.211,0.158,7.9,23,1,0.043,0.087,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,0,1,1,1,0,2,1,0,0,0,0,3,3,0,0,0,"P4",3,NA,3
"KASH DILLON","UTAH",27,42.82,"C","ED",2026,"Big 12",61.7,64,57.1,60,0,0,3,0,0,1,3,4,0,0,0,0,0,0,0,2,1,3,1,20,0.05,0.2,10,7,2.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,3,0.25,0,2,0,0,2,0,0,1,0,0.5,4,4,0,1,1,"P4",173,NA,173
"LADAMION GUYTON","TEXAS TECH",32,42.75,"C","ED",2026,"Big 12",70,64,69,60.2,0,0,1,0,0,0,4,4,2,0,0,0,1,0,0,2,0,3,1,19,0.211,0.211,10.5,11,2,0.091,0.182,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",252,NA,252
"TYLER THOMPSON","LOUISVILLE",28,42.49,"C","ED",2026,"ACC",75.9,73.9,77.4,60,0,0,3,1,0,0,1,2,0,0,0,0,0,1,0,0,0,4,2,13,0.154,0.154,11.5,14,2,0.071,0.286,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,1,0,2,0,0,1,0,0,3,3,0,0,0,"P4",69,NA,69
"YVAN KEMAJOU","PENN STATE",28,42.34,"C","ED",2026,"Big Ten",78.3,71.3,73,NA,0,0,3,0,0,1,3,4,0,0,0,0,0,1,0,0,0,3,0,17,0.235,0.235,11.8,11,2,0,0.182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,0,0,3,1,0,3,0,0,0,0,0,3,3,0,0,0,"P4",223,NA,223
"DANNY OKOYE","OKLAHOMA",30,42.12,"C","ED",2026,"SEC",67.2,63.9,65.9,61.7,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,1,0,1,1,12,0.167,0.167,12.5,12,3,0.083,0.083,1,6,0,0,0,0,0,0,0,0,0,0,0,0.833,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,"P4",160,NA,160
"JARED SMITH","AUBURN",49,41.88,"C","ED",2026,"SEC",74.8,78.2,72.7,63.1,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,13,0.308,0.154,7.7,29,1.5,0.035,0.172,1,7,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,1,2,0,0,2,1,0,0,0,0,3,3,0,0,0,"P4",202,NA,202
"BRAD SPENCE","TEXAS",22,41.47,"C","ED",2026,"SEC",78,67.6,79.3,64.4,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0.667,0.333,16.7,12,0,0,0,0,7,1,1,4,4,0,0,0,0,83.3,0.57,0,0.714,0,0,0,0,0,0,0,0,0,4,0,0,14,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,"P4",82,NA,82
"AAKIL WASHINGTON","SMU",37,40.92,"C","ED",2026,"ACC",48.5,44.1,69.1,60,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,2,4,16,0.125,0.125,6.3,20,0,0.15,0.05,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"P4",4,NA,4
"TAYLOR WEIN","OKLAHOMA",41,40.63,"C","ED",2026,"SEC",69.2,70.4,62.6,61.4,0,1,3,0,0,0,3,3,0,0,0,0,0,1,0,1,1,3,1,20,0.05,0.15,7.5,16,3,0.063,0.188,1,5,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,1,3,1,0,3,1,0,0,0,0,4,4,0,0,0,"P4",99,NA,99
"JALEEL JOHNSON","OKLA STATE",17,40.43,"C","ED",2026,"Big 12",89.8,67.2,87.9,NA,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,14,0.286,0.143,7.1,3,0,0.333,0.667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",37,NA,37
"BREEON ISHMAIL","PURDUE",47,40.34,"C","ED",2026,"Big Ten",71.1,69.1,65.4,61.5,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,16,0.125,0.063,6.3,30,2.25,0.067,0.167,2,1,1,1,5,5,0,1,0,0,87.5,5,0,0,0,0,0,0,0,0,0,1,0,5,-2,0,58,6,0,0,2,0,0,4,0,0,1,0,0,6,6,0,1,0,"P4",128,NA,128
"TOBY ANENE","COLORADO",40,39.86,"D","ED",2026,"Big 12",85.7,71.5,90.6,NA,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,12,0.083,0.083,4.2,28,4,0,0.071,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,2,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",48,NA,48
"HARVEY DYSON III","NC STATE",52,39.83,"D","ED",2026,"ACC",50.8,50.7,65.4,33.4,0,0,1,0,0,0,4,4,3,0,0,0,0,0,0,3,0,3,5,35,0.114,0.114,5.7,13,3,0.154,0.077,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0.6,0,0,0,0.5,1,0,1,1,0,0.667,5,5,0,1,2,"P4",30,NA,30
"ISAIAH NEAL","PITTSBURGH",44,39.7,"D","ED",2026,"ACC",76.5,65.7,78.8,60,0,0,4,0,0,0,3,3,1,0,0,0,0,2,0,0,0,2,3,24,0.167,0.125,6.3,19,1,0.158,0.211,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.2,0,4,2,0.2,4,0,1,0,0,0,5,5,0,0,0,"P4",70,NA,70
"SAM GREENE","KENTUCKY",36,39.7,"D","ED",2026,"SEC",86,74.5,59,87.3,0,2,3,0,0,0,0,0,1,0,1,0,0,3,0,0,0,5,2,13,0.077,0,0,11,1.67,0.091,0.364,1,12,1,0.5,3,3,0,1,1,0,16.7,0.25,0,0.417,0,1,0,1,1,0,0.5,0.5,0.5,1.5,5,0,2,6,0.143,2,3,3,0.143,4,2,1,0,0,0,7,7,0,0,0,"P4",106,NA,106
"DONOVAN HOILETTE JR.","N CAROLINA",56,39.67,"D","ED",2026,"ACC",67.9,66.6,64.1,60.8,0,0,3,1,0,0,1,2,1,0,0,0,0,1,0,1,0,4,1,26,0.077,0.077,5.8,28,0.67,0.036,0.143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,1,0,3,0,0,0,0,0,4,4,0,0,0,"P4",15,NA,15
"AJ GREEN","LOUISVILLE",31,39.62,"D","ED",2026,"ACC",69.8,66.5,74.7,NA,1,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,3,3,19,0.316,0.263,13.2,12,6,0.083,0.167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,0.5,0,0,0,0,1,0,0,0,0,1,2,2,0,0,1,"P4",112,NA,112
"SOLOMON WILLIAMS","CAL",31,39.18,"D","ED",2026,"ACC",59.1,54.7,60.9,60,0,0,0,0,0,3,1,4,1,0,0,0,0,0,0,0,0,0,2,23,0.217,0.174,8.7,7,0,0.143,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,"P4",165,NA,165
"KOBE SMITH","DUKE",21,38.76,"D","ED",2026,"ACC",75.6,66.3,74.9,60.1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0.167,0.083,4.2,7,0,0,0.143,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",181,NA,181
"ALEXANDER MCPHERSON","PENN STATE",24,38.15,"D","ED",2026,"Big Ten",73.3,77.4,59.2,60,0,0,2,0,0,1,1,2,0,0,0,0,0,1,0,1,0,2,0,13,0.077,0.154,7.7,10,1,0,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,2,1,0,2,0,0,0,0,0,2,2,0,0,0,"P4",207,NA,207
"RYLAN KENNEDY","FLORIDA ST",22,38.13,"D","ED",2026,"ACC",58.3,55.5,59.3,61,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,2,0,1,2,15,0.133,0.2,10,6,0,0.167,0,1,1,1,1,8,8,0,0,0,0,100,8,0,0,0,0,0,0,0,0,0,0,0,8,6,0,15,1,0.5,0,0,0,0,0,0,0,0,0,0.5,2,2,0,1,1,"P4",123,NA,123
"CARSON GENTLE","TENNESSEE",21,37.73,"D","ED",2026,"SEC",69.2,68,62,60,0,1,1,0,0,0,2,2,0,0,0,0,0,1,0,2,0,1,0,10,0,0.2,10,11,0,0,0.091,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,0,1,0,0,0,0,1,0,1,1,0,2,2,0,1,0,"P4",177,NA,177
"T.J. SEARCY","TEXAS A&M",31,37.31,"D","ED",2026,"SEC",65.8,64.1,63.7,NA,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6,1,12,0,0.083,8.3,19,3.33,0.053,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,0,1,1,0,0,3,1,0,1,0,0,5,5,0,0,0,"P4",107,NA,107
"WILLIAMS NWANERI","NEBRASKA",31,37.31,"D","ED",2026,"Big Ten",60.4,53.3,66.6,60.4,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,14,0.214,0.071,3.6,15,0,0.067,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"P4",190,NA,190
"CARTER MEADOWS","MICHIGAN",16,36.84,"D","ED",2026,"Big Ten",62.4,59.4,63.5,60,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,8,0.125,0.125,12.5,7,2,0.143,0.143,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0.333,0,1,0,0.5,1,0,1,0,0,0,3,3,0,0,0,"P4",250,NA,250
"ADAM KISSAYI","MINNESOTA",16,36.8,"D","ED",2026,"Big Ten",71.5,61.1,72.4,NA,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0.2,0.1,5,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",175,NA,175
"LANGSTON HARDY","WAKE",61,36.57,"D","ED",2026,"ACC",78.4,80.1,63.8,71.8,0,1,2,1,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,30,0.067,0.067,3.3,26,3,0,0.231,0,5,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,11,3,0,1,1,0,0,1,0,0,1,0,0,3,3,1,0,0,"P4",14,NA,14
"ISAAC SMITH","MICH STATE",15,36.22,"D","ED",2026,"Big Ten",55.7,51.1,65.1,NA,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,5,0,0.2,20,10,0,0.2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"P4",9,NA,9
"LJ MCCRAY","FLORIDA",18,36.16,"D","ED",2026,"SEC",71.8,61.8,71.3,NA,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,1,14,0.286,0.143,7.1,4,3,0.25,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,0.5,0,0,0,0.5,1,0,1,0,0,0,2,2,0,0,0,"P4",153,NA,153
"JOSEPH ADEDIRE","NC STATE",17,36.12,"D","ED",2026,"ACC",74.6,60,73.5,NA,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,0,0,1,14,0.286,0.071,3.6,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,"P4",29,NA,29
"JORDAN MACK","BAYLOR",41,36.09,"D","ED",2026,"Big 12",66.6,65,63.4,60,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,24,0.083,0.042,2.1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",171,NA,171
"JAXON HOWARD","MINNESOTA",18,36.06,"D","ED",2026,"Big Ten",67.9,67.7,61.1,NA,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,1,2,0,10,0.1,0.1,5,8,0.5,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,2,1,0,2,0,0,0,0,0,2,2,0,0,0,"P4",84,NA,84
"BEAU ATKINSON","OHIO STATE",17,36,"D","ED",2026,"Big Ten",75.6,70.7,68.3,60,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,8,0.25,0.125,6.3,8,4,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",19,NA,19
"NASIR WYATT","OREGON",17,35.93,"D","ED",2026,"Big Ten",85.5,62.2,85.1,60.6,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,14,0.143,0.143,7.1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",221,NA,221
"COLIN SIMMONS","TEXAS",19,35.87,"D","ED",2026,"SEC",67,54.2,72.9,60,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,11,0.273,0.091,9.1,7,0,0.143,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"P4",155,NA,155
"IRA SINGLETON IV","SMU",35,35.82,"D","ED",2026,"ACC",63.1,63,69.4,60.7,0,0,2,0,0,1,1,2,1,0,0,0,0,1,0,1,0,2,2,16,0.125,0.125,6.3,17,0.5,0.059,0.059,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,2,1,0,2,0,0,0,0,0,2,2,0,0,0,"P4",184,NA,184
"RICHARD WESLEY","TEXAS",24,35.82,"D","ED",2026,"SEC",61.1,64.9,54.3,72.9,0,1,3,0,0,0,1,1,0,0,0,0,0,2,0,0,1,4,3,11,0,0.091,4.5,11,4.5,0.182,0.455,2,2,1,1,-1,-1,0,0,0,0,79.2,-0.5,0,0.5,0,0,0,0,1,0,0,0,0,-1,-5,0,99,5,0.167,1,1,0,0.25,2,1,1,2,2,0,6,6,0,2,0,"P4",248,NA,248
"JACK JANIKOWSKI","IOWA STATE",20,35.7,"D","ED",2026,"Big 12",91.1,90.6,57.9,61.2,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,1,6,0,0,0,14,-1,0.071,0.214,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,3,0.25,0,2,2,0.333,2,0,1,1,0,0,4,4,0,1,0,"P4",134,NA,134
"DARRYLL DESIR","FLORIDA ST",21,35.47,"D","ED",2026,"ACC",67.9,63.9,69.6,58.4,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,13,0.154,0.077,3.9,6,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",209,NA,209
"NICOLAS CLAYTON","WISCONSIN",16,35.33,"D","ED",2026,"Big Ten",77.5,78.8,63,60,0,1,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,10,0.2,0.1,5,5,-1.5,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,1,2,1,0,2,1,0,0,0,0,3,3,0,0,0,"P4",219,NA,219
